payment_id,loan_id,instalment_number,due_date,scheduled_amount,paid_amount,was_late
LP0000026154,LN00001630,9,2023-03-17,74899.26,81178.63,0
LP0000026155,LN00001630,10,2023-04-17,74899.26,69758.53,0
LP0000026156,LN00001630,11,2023-05-17,74899.26,74015.17,0
LP0000026157,LN00001630,12,2023-06-17,74899.26,67459.25,0
LP0000026158,LN00001630,13,2023-07-17,74899.26,80149.42,0
LP0000026159,LN00001630,14,2023-08-17,74899.26,84032.11,0
LP0000026160,LN00001630,15,2023-09-17,74899.26,77926.32,0
LP0000026161,LN00001630,16,2023-10-17,74899.26,72055.85,0
LP0000026162,LN00001630,17,2023-11-17,74899.26,67165.27,0
LP0000026163,LN00001630,18,2023-12-17,74899.26,80265.43,0
LP0000026164,LN00001631,1,2021-05-23,5981.14,6827.44,0
LP0000026165,LN00001631,2,2021-06-23,5981.14,5007.04,0
LP0000026166,LN00001631,3,2021-07-23,5981.14,6114.11,0
LP0000026167,LN00001631,4,2021-08-23,5981.14,6849.63,0
LP0000026168,LN00001631,5,2021-09-23,5981.14,6738.06,0
LP0000026169,LN00001631,6,2021-10-23,5981.14,5587.96,0
LP0000026170,LN00001631,7,2021-11-23,5981.14,6247.17,0
LP0000026171,LN00001631,8,2021-12-23,5981.14,5941.86,0
LP0000026172,LN00001631,9,2022-01-23,5981.14,6742.01,0
LP0000026173,LN00001631,10,2022-02-23,5981.14,6324.08,0
LP0000026174,LN00001631,11,2022-03-23,5981.14,5464.31,0
LP0000026175,LN00001631,12,2022-04-23,5981.14,5919.47,0
LP0000026176,LN00001631,13,2022-05-23,5981.14,5437.37,0
LP0000026177,LN00001631,14,2022-06-23,5981.14,6032.33,0
LP0000026178,LN00001631,15,2022-07-23,5981.14,6319.64,0
LP0000026179,LN00001631,16,2022-08-23,5981.14,5733.54,0
LP0000026180,LN00001631,17,2022-09-23,5981.14,5612.0,0
LP0000026181,LN00001631,18,2022-10-23,5981.14,5834.71,0
LP0000026182,LN00001632,1,2022-09-16,9691.94,9980.51,0
LP0000026183,LN00001632,2,2022-10-16,9691.94,8625.08,0
LP0000026184,LN00001632,3,2022-11-16,9691.94,8478.26,0
LP0000026185,LN00001632,4,2022-12-16,9691.94,9495.32,0
LP0000026186,LN00001632,5,2023-01-16,9691.94,10414.95,0
LP0000026187,LN00001632,6,2023-02-16,9691.94,11136.72,0
LP0000026188,LN00001632,7,2023-03-16,9691.94,10523.76,0
LP0000026189,LN00001632,8,2023-04-16,9691.94,10844.57,0
LP0000026190,LN00001632,9,2023-05-16,9691.94,10667.56,0
LP0000026191,LN00001632,10,2023-06-16,9691.94,8304.52,0
LP0000026192,LN00001632,11,2023-07-16,9691.94,9567.56,0
LP0000026193,LN00001632,12,2023-08-16,9691.94,8361.26,0
LP0000026194,LN00001632,13,2023-09-16,9691.94,10120.32,0
LP0000026195,LN00001632,14,2023-10-16,9691.94,9209.14,0
LP0000026196,LN00001632,15,2023-11-16,9691.94,8771.13,0
LP0000026197,LN00001632,16,2023-12-16,9691.94,9933.53,0
LP0000026198,LN00001632,17,2024-01-16,9691.94,9543.11,0
LP0000026199,LN00001632,18,2024-02-16,9691.94,9252.01,0
LP0000026200,LN00001633,1,2025-10-29,44397.86,47512.15,0
LP0000026201,LN00001633,2,2025-11-29,44397.86,48658.87,0
LP0000026202,LN00001633,3,2025-12-29,44397.86,48270.11,0
LP0000026203,LN00001633,4,2026-01-29,44397.86,46271.25,0
LP0000026204,LN00001633,5,2026-02-28,44397.86,47286.89,0
LP0000026205,LN00001633,6,2026-03-29,44397.86,44159.57,0
LP0000026206,LN00001633,7,2026-04-29,44397.86,40178.87,0
LP0000026207,LN00001633,8,2026-05-29,44397.86,50453.49,0
LP0000026208,LN00001633,9,2026-06-29,44397.86,50699.62,0
LP0000026209,LN00001633,10,2026-07-29,44397.86,40397.44,0
LP0000026210,LN00001633,11,2026-08-29,44397.86,44268.81,0
LP0000026211,LN00001634,1,2026-02-05,7069.41,7644.67,0
LP0000026212,LN00001634,2,2026-03-05,7069.41,7107.42,0
LP0000026213,LN00001634,3,2026-04-05,7069.41,6641.03,0
LP0000026214,LN00001634,4,2026-05-05,7069.41,6907.99,0
LP0000026215,LN00001634,5,2026-06-05,7069.41,6441.2,0
LP0000026216,LN00001634,6,2026-07-05,7069.41,7796.31,0
LP0000026217,LN00001634,7,2026-08-05,7069.41,7506.23,0
LP0000026218,LN00001635,1,2025-01-26,43664.17,38765.25,0
LP0000026219,LN00001635,2,2025-02-26,43664.17,40802.73,0
LP0000026220,LN00001635,3,2025-03-26,43664.17,41638.35,0
LP0000026221,LN00001635,4,2025-04-26,43664.17,44765.45,0
LP0000026222,LN00001635,5,2025-05-26,43664.17,43486.09,0
LP0000026223,LN00001635,6,2025-06-26,43664.17,42438.67,0
LP0000026224,LN00001635,7,2025-07-26,43664.17,43007.75,0
LP0000026225,LN00001635,8,2025-08-26,43664.17,39140.81,0
LP0000026226,LN00001635,9,2025-09-26,43664.17,47345.42,0
LP0000026227,LN00001635,10,2025-10-26,43664.17,42544.81,0
LP0000026228,LN00001635,11,2025-11-26,43664.17,38158.89,0
LP0000026229,LN00001635,12,2025-12-26,43664.17,38153.33,0
LP0000026230,LN00001635,13,2026-01-26,43664.17,40220.58,0
LP0000026231,LN00001635,14,2026-02-26,43664.17,47433.08,0
LP0000026232,LN00001635,15,2026-03-26,43664.17,41804.67,0
LP0000026233,LN00001635,16,2026-04-26,43664.17,43248.3,0
LP0000026234,LN00001635,17,2026-05-26,43664.17,48339.7,0
LP0000026235,LN00001635,18,2026-06-26,43664.17,45499.38,0
LP0000026236,LN00001636,1,2021-08-29,4484.42,4367.78,0
LP0000026237,LN00001636,2,2021-09-29,4484.42,5078.24,0
LP0000026238,LN00001636,3,2021-10-29,4484.42,5157.08,0
LP0000026239,LN00001636,4,2021-11-29,4484.42,4159.53,0
LP0000026240,LN00001636,5,2021-12-29,4484.42,4251.97,0
LP0000026241,LN00001636,6,2022-01-29,4484.42,4276.0,0
LP0000026242,LN00001636,7,2022-02-28,4484.42,4079.38,0
LP0000026243,LN00001636,8,2022-03-29,4484.42,4342.89,0
LP0000026244,LN00001636,9,2022-04-29,4484.42,4198.84,0
LP0000026245,LN00001636,10,2022-05-29,4484.42,4036.05,0
LP0000026246,LN00001636,11,2022-06-29,4484.42,4502.08,0
LP0000026247,LN00001636,12,2022-07-29,4484.42,5157.08,0
LP0000026248,LN00001636,13,2022-08-29,4484.42,4020.43,0
LP0000026249,LN00001636,14,2022-09-29,4484.42,4587.28,0
LP0000026250,LN00001636,15,2022-10-29,4484.42,3771.91,0
LP0000026251,LN00001636,16,2022-11-29,4484.42,4407.49,0
LP0000026252,LN00001636,17,2022-12-29,4484.42,3769.13,0
LP0000026253,LN00001636,18,2023-01-29,4484.42,4847.84,0
LP0000026254,LN00001637,1,2020-11-23,6135.84,5858.02,0
LP0000026255,LN00001637,2,2020-12-23,6135.84,5962.67,0
LP0000026256,LN00001637,3,2021-01-23,6135.84,6146.11,0
LP0000026257,LN00001637,4,2021-02-23,6135.84,5711.41,0
LP0000026258,LN00001637,5,2021-03-23,6135.84,5938.09,0
LP0000026259,LN00001637,6,2021-04-23,6135.84,6484.21,0
LP0000026260,LN00001637,7,2021-05-23,6135.84,5695.41,0
LP0000026261,LN00001637,8,2021-06-23,6135.84,6617.51,0
LP0000026262,LN00001637,9,2021-07-23,6135.84,6766.72,0
LP0000026263,LN00001637,10,2021-08-23,6135.84,5933.53,0
LP0000026264,LN00001637,11,2021-09-23,6135.84,5765.43,0
LP0000026265,LN00001637,12,2021-10-23,6135.84,5831.34,0
LP0000026266,LN00001637,13,2021-11-23,6135.84,6886.78,0
LP0000026267,LN00001637,14,2021-12-23,6135.84,5954.93,0
LP0000026268,LN00001637,15,2022-01-23,6135.84,6550.67,0
LP0000026269,LN00001637,16,2022-02-23,6135.84,7056.21,0
LP0000026270,LN00001637,17,2022-03-23,6135.84,5912.26,0
LP0000026271,LN00001637,18,2022-04-23,6135.84,5395.03,0
LP0000026272,LN00001638,1,2022-01-28,44913.34,47555.26,0
LP0000026273,LN00001638,2,2022-02-28,44913.34,42573.46,0
LP0000026274,LN00001638,3,2022-03-28,44913.34,46667.54,0
LP0000026275,LN00001638,4,2022-04-28,44913.34,44913.57,0
LP0000026276,LN00001638,5,2022-05-28,44913.34,43954.87,0
LP0000026277,LN00001638,6,2022-06-28,44913.34,47226.59,0
LP0000026278,LN00001638,7,2022-07-28,44913.34,45657.55,0
LP0000026279,LN00001638,8,2022-08-28,44913.34,47850.8,0
LP0000026280,LN00001638,9,2022-09-28,44913.34,36908.15,0
LP0000026281,LN00001638,10,2022-10-28,44913.34,43562.12,0
LP0000026282,LN00001638,11,2022-11-28,44913.34,48271.57,0
LP0000026283,LN00001638,12,2022-12-28,44913.34,43822.06,0
LP0000026284,LN00001638,13,2023-01-28,44913.34,51588.44,0
LP0000026285,LN00001638,14,2023-02-28,44913.34,46586.31,0
LP0000026286,LN00001638,15,2023-03-28,44913.34,43663.49,0
LP0000026287,LN00001638,16,2023-04-28,44913.34,48985.59,0
LP0000026288,LN00001638,17,2023-05-28,44913.34,44415.17,0
LP0000026289,LN00001638,18,2023-06-28,44913.34,51650.34,0
LP0000026290,LN00001639,1,2022-01-23,9117.36,9482.54,0
LP0000026291,LN00001639,2,2022-02-23,9117.36,9077.7,0
LP0000026292,LN00001639,3,2022-03-23,9117.36,9230.62,0
LP0000026293,LN00001639,4,2022-04-23,9117.36,10022.85,0
LP0000026294,LN00001639,5,2022-05-23,9117.36,10484.96,0
LP0000026295,LN00001639,6,2022-06-23,9117.36,10286.64,0
LP0000026296,LN00001639,7,2022-07-23,9117.36,8435.67,0
LP0000026297,LN00001639,8,2022-08-23,9117.36,8608.89,0
LP0000026298,LN00001639,9,2022-09-23,9117.36,10484.96,0
LP0000026299,LN00001639,10,2022-10-23,9117.36,8480.4,0
LP0000026300,LN00001639,11,2022-11-23,9117.36,10256.07,0
LP0000026301,LN00001639,12,2022-12-23,9117.36,9524.23,0
LP0000026302,LN00001639,13,2023-01-23,9117.36,9506.76,0
LP0000026303,LN00001639,14,2023-02-23,9117.36,10255.15,0
LP0000026304,LN00001639,15,2023-03-23,9117.36,8865.76,0
LP0000026305,LN00001639,16,2023-04-23,9117.36,10228.49,0
LP0000026306,LN00001639,17,2023-05-23,9117.36,8639.62,0
LP0000026307,LN00001639,18,2023-06-23,9117.36,9895.79,0
LP0000026308,LN00001640,1,2021-04-13,4474.94,4590.48,0
LP0000026309,LN00001640,2,2021-05-13,4474.94,4976.8,0
LP0000026310,LN00001640,3,2021-06-13,4474.94,4673.01,0
LP0000026311,LN00001640,4,2021-07-13,4474.94,4020.66,0
LP0000026312,LN00001640,5,2021-08-13,4474.94,4741.1,0
LP0000026313,LN00001640,6,2021-09-13,4474.94,4310.46,0
LP0000026314,LN00001640,7,2021-10-13,4474.94,4881.79,0
LP0000026315,LN00001640,8,2021-11-13,4474.94,4357.6,0
LP0000026316,LN00001640,9,2021-12-13,4474.94,4938.77,0
LP0000026317,LN00001640,10,2022-01-13,4474.94,4760.73,0
LP0000026318,LN00001640,11,2022-02-13,4474.94,4156.92,0
LP0000026319,LN00001640,12,2022-03-13,4474.94,4937.36,0
LP0000026320,LN00001640,13,2022-04-13,4474.94,4077.07,0
LP0000026321,LN00001640,14,2022-05-13,4474.94,4718.1,0
LP0000026322,LN00001640,15,2022-06-13,4474.94,4668.19,0
LP0000026323,LN00001640,16,2022-07-13,4474.94,4398.99,0
LP0000026324,LN00001640,17,2022-08-13,4474.94,3965.76,0
LP0000026325,LN00001640,18,2022-09-13,4474.94,3787.53,0
LP0000026326,LN00001641,1,2020-12-06,309.04,298.85,0
LP0000026327,LN00001641,2,2021-01-06,309.04,328.44,0
LP0000026328,LN00001641,3,2021-02-06,309.04,318.38,0
LP0000026329,LN00001641,4,2021-03-06,309.04,322.52,0
LP0000026330,LN00001641,5,2021-04-06,309.04,298.42,0
LP0000026331,LN00001641,6,2021-05-06,309.04,297.34,0
LP0000026332,LN00001641,7,2021-06-06,309.04,302.92,0
LP0000026333,LN00001641,8,2021-07-06,309.04,259.07,0
LP0000026334,LN00001641,9,2021-08-06,309.04,292.02,0
LP0000026335,LN00001641,10,2021-09-06,309.04,333.63,0
LP0000026336,LN00001641,11,2021-10-06,309.04,304.04,0
LP0000026337,LN00001641,12,2021-11-06,309.04,299.3,0
LP0000026338,LN00001641,13,2021-12-06,309.04,268.37,0
LP0000026339,LN00001641,14,2022-01-06,309.04,282.98,0
LP0000026340,LN00001641,15,2022-02-06,309.04,280.78,0
LP0000026341,LN00001641,16,2022-03-06,309.04,291.92,0
LP0000026342,LN00001641,17,2022-04-06,309.04,308.6,0
LP0000026343,LN00001641,18,2022-05-06,309.04,344.95,0
LP0000026344,LN00001642,1,2023-03-28,5119.31,5518.39,0
LP0000026345,LN00001642,2,2023-04-28,5119.31,5637.22,0
LP0000026346,LN00001642,3,2023-05-28,5119.31,5225.78,0
LP0000026347,LN00001642,4,2023-06-28,5119.31,4953.44,0
LP0000026348,LN00001642,5,2023-07-28,5119.31,5029.32,0
LP0000026349,LN00001642,6,2023-08-28,5119.31,5437.76,0
LP0000026350,LN00001642,7,2023-09-28,5119.31,4807.5,0
LP0000026351,LN00001642,8,2023-10-28,5119.31,4878.09,0
LP0000026352,LN00001642,9,2023-11-28,5119.31,5568.15,0
LP0000026353,LN00001642,10,2023-12-28,5119.31,5407.32,0
LP0000026354,LN00001642,11,2024-01-28,5119.31,4872.31,0
LP0000026355,LN00001642,12,2024-02-28,5119.31,4898.83,0
LP0000026356,LN00001642,13,2024-03-28,5119.31,5110.53,0
LP0000026357,LN00001642,14,2024-04-28,5119.31,5119.22,0
LP0000026358,LN00001642,15,2024-05-28,5119.31,4761.06,0
LP0000026359,LN00001642,16,2024-06-28,5119.31,4932.74,0
LP0000026360,LN00001642,17,2024-07-28,5119.31,4718.5,0
LP0000026361,LN00001642,18,2024-08-28,5119.31,4623.69,0
LP0000026362,LN00001643,1,2021-08-07,7374.78,6629.7,0
LP0000026363,LN00001643,2,2021-09-07,7374.78,7167.64,0
LP0000026364,LN00001643,3,2021-10-07,7374.78,6209.88,0
LP0000026365,LN00001643,4,2021-11-07,7374.78,8409.44,0
LP0000026366,LN00001643,5,2021-12-07,7374.78,7063.3,0
LP0000026367,LN00001643,6,2022-01-07,7374.78,6403.24,0
LP0000026368,LN00001643,7,2022-02-07,7374.78,7665.71,0
LP0000026369,LN00001643,8,2022-03-07,7374.78,7655.56,0
LP0000026370,LN00001643,9,2022-04-07,7374.78,7484.88,0
LP0000026371,LN00001643,10,2022-05-07,7374.78,7995.14,0
LP0000026372,LN00001643,11,2022-06-07,7374.78,7233.79,0
LP0000026373,LN00001643,12,2022-07-07,7374.78,6584.98,0
LP0000026374,LN00001643,13,2022-08-07,7374.78,8191.35,0
LP0000026375,LN00001643,14,2022-09-07,7374.78,7535.09,0
LP0000026376,LN00001643,15,2022-10-07,7374.78,7324.45,0
LP0000026377,LN00001643,16,2022-11-07,7374.78,7225.56,0
LP0000026378,LN00001643,17,2022-12-07,7374.78,7138.3,0
LP0000026379,LN00001643,18,2023-01-07,7374.78,6936.17,0
LP0000026380,LN00001644,1,2025-02-01,14559.91,10964.89,1
LP0000026381,LN00001644,2,2025-03-01,14559.91,13451.97,1
LP0000026382,LN00001644,3,2025-04-01,14559.91,11658.53,0
LP0000026383,LN00001644,4,2025-05-01,14559.91,13794.62,1
LP0000026384,LN00001644,5,2025-06-01,14559.91,11899.53,0
LP0000026385,LN00001644,6,2025-07-01,14559.91,12495.87,0
LP0000026386,LN00001644,7,2025-08-01,14559.91,14793.86,0
LP0000026387,LN00001644,8,2025-09-01,14559.91,14232.93,0
LP0000026388,LN00001644,9,2025-10-01,14559.91,13268.74,0
LP0000026389,LN00001644,10,2025-11-01,14559.91,11889.0,1
LP0000026390,LN00001644,11,2025-12-01,14559.91,12835.18,0
LP0000026391,LN00001644,12,2026-01-01,14559.91,13721.59,0
LP0000026392,LN00001644,13,2026-02-01,14559.91,12248.45,1
LP0000026393,LN00001644,14,2026-03-01,14559.91,12533.78,0
LP0000026394,LN00001644,15,2026-04-01,14559.91,12390.67,0
LP0000026395,LN00001644,16,2026-05-01,14559.91,15018.72,0
LP0000026396,LN00001644,17,2026-06-01,14559.91,13926.83,0
LP0000026397,LN00001644,18,2026-07-01,14559.91,10786.32,0
LP0000026398,LN00001645,1,2021-05-29,893.78,682.08,1
LP0000026399,LN00001645,2,2021-06-29,893.78,681.71,1
LP0000026400,LN00001645,3,2021-07-29,893.78,672.09,1
LP0000026401,LN00001645,4,2021-08-29,893.78,714.49,1
LP0000026402,LN00001645,5,2021-09-29,893.78,700.91,0
LP0000026403,LN00001645,6,2021-10-29,893.78,722.52,1
LP0000026404,LN00001645,7,2021-11-29,893.78,888.49,0
LP0000026405,LN00001645,8,2021-12-29,893.78,629.62,1
LP0000026406,LN00001645,9,2022-01-29,893.78,647.55,0
LP0000026407,LN00001645,10,2022-02-28,893.78,682.7,0
LP0000026408,LN00001645,11,2022-03-29,893.78,687.28,1
LP0000026409,LN00001645,12,2022-04-29,893.78,671.68,0
LP0000026410,LN00001645,13,2022-05-29,893.78,686.69,0
LP0000026411,LN00001645,14,2022-06-29,893.78,701.37,1
LP0000026412,LN00001645,15,2022-07-29,893.78,755.15,0
LP0000026413,LN00001645,16,2022-08-29,893.78,731.86,0
LP0000026414,LN00001645,17,2022-09-29,893.78,755.57,0
LP0000026415,LN00001645,18,2022-10-29,893.78,656.51,0
LP0000026416,LN00001646,1,2024-07-17,16111.44,13925.81,0
LP0000026417,LN00001646,2,2024-08-17,16111.44,17777.59,0
LP0000026418,LN00001646,3,2024-09-17,16111.44,15356.03,0
LP0000026419,LN00001646,4,2024-10-17,16111.44,15372.09,0
LP0000026420,LN00001646,5,2024-11-17,16111.44,16622.97,0
LP0000026421,LN00001646,6,2024-12-17,16111.44,17625.76,0
LP0000026422,LN00001646,7,2025-01-17,16111.44,17855.95,0
LP0000026423,LN00001646,8,2025-02-17,16111.44,16379.44,0
LP0000026424,LN00001646,9,2025-03-17,16111.44,15988.98,0
LP0000026425,LN00001646,10,2025-04-17,16111.44,17123.92,0
LP0000026426,LN00001646,11,2025-05-17,16111.44,16052.2,0
LP0000026427,LN00001646,12,2025-06-17,16111.44,12728.8,0
LP0000026428,LN00001646,13,2025-07-17,16111.44,15015.03,0
LP0000026429,LN00001646,14,2025-08-17,16111.44,15126.04,0
LP0000026430,LN00001646,15,2025-09-17,16111.44,14958.06,0
LP0000026431,LN00001646,16,2025-10-17,16111.44,16456.52,0
LP0000026432,LN00001646,17,2025-11-17,16111.44,15421.25,0
LP0000026433,LN00001646,18,2025-12-17,16111.44,13668.6,0
LP0000026434,LN00001647,1,2021-01-26,18967.98,20429.26,0
LP0000026435,LN00001647,2,2021-02-26,18967.98,20671.43,0
LP0000026436,LN00001647,3,2021-03-26,18967.98,15409.53,0
LP0000026437,LN00001647,4,2021-04-26,18967.98,17697.46,0
LP0000026438,LN00001647,5,2021-05-26,18967.98,18972.08,0
LP0000026439,LN00001647,6,2021-06-26,18967.98,16358.86,0
LP0000026440,LN00001647,7,2021-07-26,18967.98,18118.95,0
LP0000026441,LN00001647,8,2021-08-26,18967.98,19215.8,0
LP0000026442,LN00001647,9,2021-09-26,18967.98,19613.67,0
LP0000026443,LN00001647,10,2021-10-26,18967.98,19396.57,0
LP0000026444,LN00001647,11,2021-11-26,18967.98,20967.2,0
LP0000026445,LN00001647,12,2021-12-26,18967.98,21813.18,0
LP0000026446,LN00001647,13,2022-01-26,18967.98,18713.1,0
LP0000026447,LN00001647,14,2022-02-26,18967.98,17030.32,0
LP0000026448,LN00001647,15,2022-03-26,18967.98,16919.59,0
LP0000026449,LN00001647,16,2022-04-26,18967.98,19423.71,0
LP0000026450,LN00001647,17,2022-05-26,18967.98,20131.69,0
LP0000026451,LN00001647,18,2022-06-26,18967.98,20098.17,0
LP0000026452,LN00001648,1,2021-04-04,10591.98,11219.58,0
LP0000026453,LN00001648,2,2021-05-04,10591.98,10857.45,0
LP0000026454,LN00001648,3,2021-06-04,10591.98,10449.91,0
LP0000026455,LN00001648,4,2021-07-04,10591.98,10673.94,0
LP0000026456,LN00001648,5,2021-08-04,10591.98,10224.14,0
LP0000026457,LN00001648,6,2021-09-04,10591.98,10891.19,0
LP0000026458,LN00001648,7,2021-10-04,10591.98,11903.12,0
LP0000026459,LN00001648,8,2021-11-04,10591.98,9913.55,0
LP0000026460,LN00001648,9,2021-12-04,10591.98,10974.25,0
LP0000026461,LN00001648,10,2022-01-04,10591.98,12039.59,0
LP0000026462,LN00001648,11,2022-02-04,10591.98,10053.39,0
LP0000026463,LN00001648,12,2022-03-04,10591.98,10951.16,0
LP0000026464,LN00001648,13,2022-04-04,10591.98,10695.44,0
LP0000026465,LN00001648,14,2022-05-04,10591.98,11846.55,0
LP0000026466,LN00001648,15,2022-06-04,10591.98,11630.97,0
LP0000026467,LN00001648,16,2022-07-04,10591.98,11382.4,0
LP0000026468,LN00001648,17,2022-08-04,10591.98,11972.87,0
LP0000026469,LN00001648,18,2022-09-04,10591.98,9566.88,0
LP0000026470,LN00001649,1,2021-09-13,23001.84,22188.47,0
LP0000026471,LN00001649,2,2021-10-13,23001.84,23973.5,0
LP0000026472,LN00001649,3,2021-11-13,23001.84,20496.25,0
LP0000026473,LN00001649,4,2021-12-13,23001.84,22745.98,0
LP0000026474,LN00001649,5,2022-01-13,23001.84,21857.53,0
LP0000026475,LN00001649,6,2022-02-13,23001.84,20047.88,0
LP0000026476,LN00001649,7,2022-03-13,23001.84,20859.37,1
LP0000026477,LN00001649,8,2022-04-13,23001.84,19839.11,1
LP0000026478,LN00001649,9,2022-05-13,23001.84,18828.59,0
LP0000026479,LN00001649,10,2022-06-13,23001.84,19601.23,1
LP0000026480,LN00001649,11,2022-07-13,23001.84,22895.35,0
LP0000026481,LN00001649,12,2022-08-13,23001.84,20046.91,1
LP0000026482,LN00001649,13,2022-09-13,23001.84,18288.29,0
LP0000026483,LN00001649,14,2022-10-13,23001.84,23220.37,1
LP0000026484,LN00001649,15,2022-11-13,23001.84,20207.78,0
LP0000026485,LN00001649,16,2022-12-13,23001.84,23268.52,1
LP0000026486,LN00001649,17,2023-01-13,23001.84,20357.32,1
LP0000026487,LN00001649,18,2023-02-13,23001.84,22844.72,0
LP0000026488,LN00001650,1,2023-08-05,43703.61,44151.96,0
LP0000026489,LN00001650,2,2023-09-05,43703.61,46175.74,0
LP0000026490,LN00001650,3,2023-10-05,43703.61,44391.64,0
LP0000026491,LN00001650,4,2023-11-05,43703.61,44372.95,0
LP0000026492,LN00001650,5,2023-12-05,43703.61,42298.93,0
LP0000026493,LN00001650,6,2024-01-05,43703.61,41984.47,0
LP0000026494,LN00001650,7,2024-02-05,43703.61,45301.31,0
LP0000026495,LN00001650,8,2024-03-05,43703.61,46067.02,0
LP0000026496,LN00001650,9,2024-04-05,43703.61,50003.46,0
LP0000026497,LN00001650,10,2024-05-05,43703.61,45681.24,0
LP0000026498,LN00001650,11,2024-06-05,43703.61,36215.85,0
LP0000026499,LN00001650,12,2024-07-05,43703.61,42949.77,0
LP0000026500,LN00001650,13,2024-08-05,43703.61,41973.51,0
LP0000026501,LN00001650,14,2024-09-05,43703.61,45828.06,0
LP0000026502,LN00001650,15,2024-10-05,43703.61,38872.81,0
LP0000026503,LN00001650,16,2024-11-05,43703.61,46418.46,0
LP0000026504,LN00001650,17,2024-12-05,43703.61,44127.69,0
LP0000026505,LN00001650,18,2025-01-05,43703.61,41905.56,0
LP0000026506,LN00001651,1,2020-11-05,6859.94,7338.94,1
LP0000026507,LN00001651,2,2020-12-05,6859.94,6495.08,1
LP0000026508,LN00001651,3,2021-01-05,6859.94,6114.64,0
LP0000026509,LN00001651,4,2021-02-05,6859.94,6655.3,0
LP0000026510,LN00001651,5,2021-03-05,6859.94,7249.25,0
LP0000026511,LN00001651,6,2021-04-05,6859.94,5774.97,0
LP0000026512,LN00001651,7,2021-05-05,6859.94,5429.24,0
LP0000026513,LN00001651,8,2021-06-05,6859.94,6278.95,0
LP0000026514,LN00001651,9,2021-07-05,6859.94,5312.73,0
LP0000026515,LN00001651,10,2021-08-05,6859.94,7120.46,0
LP0000026516,LN00001651,11,2021-09-05,6859.94,6156.05,1
LP0000026517,LN00001651,12,2021-10-05,6859.94,6611.79,0
LP0000026518,LN00001651,13,2021-11-05,6859.94,6089.94,0
LP0000026519,LN00001651,14,2021-12-05,6859.94,6819.39,0
LP0000026520,LN00001651,15,2022-01-05,6859.94,7533.65,1
LP0000026521,LN00001651,16,2022-02-05,6859.94,6896.19,0
LP0000026522,LN00001651,17,2022-03-05,6859.94,6839.88,0
LP0000026523,LN00001651,18,2022-04-05,6859.94,6986.37,0
LP0000026524,LN00001652,1,2026-06-09,57096.14,51721.35,0
LP0000026525,LN00001652,2,2026-07-09,57096.14,57709.47,0
LP0000026526,LN00001652,3,2026-08-09,57096.14,54188.27,0
LP0000026527,LN00001653,1,2022-07-29,6978.43,5917.19,0
LP0000026528,LN00001653,2,2022-08-29,6978.43,5957.67,0
LP0000026529,LN00001653,3,2022-09-29,6978.43,5630.97,0
LP0000026530,LN00001653,4,2022-10-29,6978.43,6368.74,0
LP0000026531,LN00001653,5,2022-11-29,6978.43,5549.12,0
LP0000026532,LN00001653,6,2022-12-29,6978.43,6492.82,1
LP0000026533,LN00001653,7,2023-01-29,6978.43,6290.22,1
LP0000026534,LN00001653,8,2023-02-28,6978.43,5726.63,0
LP0000026535,LN00001653,9,2023-03-29,6978.43,6369.4,0
LP0000026536,LN00001653,10,2023-04-29,6978.43,5986.65,0
LP0000026537,LN00001653,11,2023-05-29,6978.43,5936.4,1
LP0000026538,LN00001653,12,2023-06-29,6978.43,5903.71,0
LP0000026539,LN00001653,13,2023-07-29,6978.43,7010.35,0
LP0000026540,LN00001653,14,2023-08-29,6978.43,5782.6,0
LP0000026541,LN00001653,15,2023-09-29,6978.43,6417.95,0
LP0000026542,LN00001653,16,2023-10-29,6978.43,6142.11,1
LP0000026543,LN00001653,17,2023-11-29,6978.43,5755.23,0
LP0000026544,LN00001653,18,2023-12-29,6978.43,5593.56,0
LP0000026545,LN00001654,1,2025-09-14,5107.72,5505.87,0
LP0000026546,LN00001654,2,2025-10-14,5107.72,4133.53,0
LP0000026547,LN00001654,3,2025-11-14,5107.72,5873.88,0
LP0000026548,LN00001654,4,2025-12-14,5107.72,5004.16,0
LP0000026549,LN00001654,5,2026-01-14,5107.72,4972.59,0
LP0000026550,LN00001654,6,2026-02-14,5107.72,5106.13,0
LP0000026551,LN00001654,7,2026-03-14,5107.72,5310.21,0
LP0000026552,LN00001654,8,2026-04-14,5107.72,4892.05,0
LP0000026553,LN00001654,9,2026-05-14,5107.72,5528.9,0
LP0000026554,LN00001654,10,2026-06-14,5107.72,5873.88,0
LP0000026555,LN00001654,11,2026-07-14,5107.72,5616.44,0
LP0000026556,LN00001654,12,2026-08-14,5107.72,5625.4,0
LP0000026557,LN00001655,1,2023-09-19,2003.75,1937.03,0
LP0000026558,LN00001655,2,2023-10-19,2003.75,1917.2,0
LP0000026559,LN00001655,3,2023-11-19,2003.75,1900.49,0
LP0000026560,LN00001655,4,2023-12-19,2003.75,2136.25,0
LP0000026561,LN00001655,5,2024-01-19,2003.75,2063.53,0
LP0000026562,LN00001655,6,2024-02-19,2003.75,2304.32,0
LP0000026563,LN00001655,7,2024-03-19,2003.75,2213.04,0
LP0000026564,LN00001655,8,2024-04-19,2003.75,1997.36,0
LP0000026565,LN00001655,9,2024-05-19,2003.75,2153.5,0
