interaction_id,customer_id,interaction_date,channel,reason,resolution_hours,satisfaction_score
IN00003703,CU00001811,2025-03-31,Email,Service request,11.32,4
IN00003704,CU00002424,2025-07-04,Chat,Loan enquiry,12.43,2
IN00003705,CU00000431,2025-06-23,Call Centre,Digital help,5.2,5
IN00003706,CU00004569,2026-05-19,Call Centre,Card issue,21.13,3
IN00003707,CU00004458,2025-02-23,Chat,Service request,10.63,3
IN00003708,CU00002300,2026-08-17,Branch,Loan enquiry,25.25,5
IN00003709,CU00004686,2025-07-13,Branch,Card issue,21.57,4
IN00003710,CU00000901,2025-11-28,Call Centre,Complaint,17.9,4
IN00003711,CU00002221,2025-06-29,App,KYC,43.36,4
IN00003712,CU00000519,2025-03-29,Chat,KYC,30.95,4
IN00003713,CU00000912,2026-01-23,Call Centre,Loan enquiry,19.17,3
IN00003714,CU00002464,2025-11-27,Branch,Digital help,14.86,4
IN00003715,CU00004173,2025-03-02,Call Centre,Digital help,21.32,5
IN00003716,CU00000739,2025-06-06,Branch,Digital help,30.74,4
IN00003717,CU00001037,2026-03-11,Email,KYC,4.32,5
IN00003718,CU00004900,2025-10-24,App,Service request,18.62,4
IN00003719,CU00003101,2026-06-14,Call Centre,Digital help,3.28,4
IN00003720,CU00001554,2026-03-08,Chat,KYC,15.18,5
IN00003721,CU00000001,2025-04-24,App,Loan enquiry,30.94,4
IN00003722,CU00003744,2024-09-19,Email,Loan enquiry,18.51,5
IN00003723,CU00000751,2026-01-13,Email,Service request,16.04,4
IN00003724,CU00003520,2024-11-15,Call Centre,Service request,15.6,5
IN00003725,CU00000719,2025-07-07,Branch,KYC,17.21,5
IN00003726,CU00003538,2026-03-24,Email,Service request,9.2,3
IN00003727,CU00004275,2025-04-29,App,Card issue,30.42,3
IN00003728,CU00001267,2026-04-25,App,Loan enquiry,9.67,4
IN00003729,CU00001338,2025-02-03,Branch,Loan enquiry,24.81,5
IN00003730,CU00003095,2025-03-04,Email,Card issue,23.09,5
IN00003731,CU00001685,2025-08-30,Call Centre,Complaint,7.17,5
IN00003732,CU00000977,2026-06-22,Call Centre,Card issue,35.92,2
IN00003733,CU00000282,2025-07-05,App,Complaint,27.72,5
IN00003734,CU00003716,2025-03-09,Email,Loan enquiry,31.86,5
IN00003735,CU00003591,2026-06-16,Branch,KYC,31.38,4
IN00003736,CU00002323,2026-06-14,Branch,Digital help,22.46,4
IN00003737,CU00001317,2024-09-27,Branch,Digital help,21.78,5
IN00003738,CU00003571,2025-12-09,Call Centre,Digital help,29.77,5
IN00003739,CU00004433,2025-04-03,Chat,Loan enquiry,3.24,5
IN00003740,CU00002877,2025-05-02,Email,Service request,5.39,1
IN00003741,CU00004471,2025-06-09,Email,Digital help,41.52,4
IN00003742,CU00004523,2026-06-21,Call Centre,Complaint,35.39,5
IN00003743,CU00001007,2026-05-06,App,KYC,44.1,4
IN00003744,CU00002732,2025-03-05,Branch,Loan enquiry,17.93,4
IN00003745,CU00001338,2026-04-18,Chat,Complaint,11.78,4
IN00003746,CU00004604,2025-07-08,App,Loan enquiry,11.88,4
IN00003747,CU00001489,2025-03-14,Chat,Service request,5.41,4
IN00003748,CU00003790,2025-08-07,Chat,Complaint,12.96,2
IN00003749,CU00000504,2026-01-11,Email,KYC,56.45,4
IN00003750,CU00002485,2024-09-08,Call Centre,Digital help,6.61,1
IN00003751,CU00002203,2025-05-18,App,Complaint,12.04,1
IN00003752,CU00004868,2026-01-30,Chat,Card issue,18.06,4
IN00003753,CU00001514,2025-11-02,Chat,KYC,2.23,1
IN00003754,CU00000805,2025-07-02,App,Loan enquiry,11.07,5
IN00003755,CU00002110,2025-07-01,Chat,Digital help,15.01,5
IN00003756,CU00004637,2025-07-12,Branch,Card issue,4.03,5
IN00003757,CU00004507,2025-04-16,Branch,Service request,8.88,4
IN00003758,CU00001570,2025-09-12,App,Digital help,21.07,2
IN00003759,CU00003867,2025-11-04,App,Loan enquiry,15.02,5
IN00003760,CU00004496,2026-08-10,Branch,Service request,10.58,5
IN00003761,CU00000585,2026-04-03,App,Complaint,29.1,5
IN00003762,CU00003819,2025-10-17,Chat,Complaint,22.64,5
IN00003763,CU00000625,2025-01-17,Email,Service request,31.43,5
IN00003764,CU00003974,2025-01-23,App,Card issue,5.66,4
IN00003765,CU00000456,2025-12-12,App,Card issue,11.34,4
IN00003766,CU00000331,2026-02-22,Email,Card issue,19.51,4
IN00003767,CU00000454,2025-01-11,App,KYC,35.59,5
IN00003768,CU00001812,2026-08-19,Call Centre,Service request,23.57,4
IN00003769,CU00004301,2025-03-14,Branch,Loan enquiry,19.04,3
IN00003770,CU00003799,2025-08-21,Call Centre,Complaint,25.82,4
IN00003771,CU00000131,2025-11-03,Call Centre,Digital help,22.75,4
IN00003772,CU00002143,2026-07-23,Call Centre,Digital help,21.92,4
IN00003773,CU00001866,2025-02-22,Branch,KYC,15.84,5
IN00003774,CU00002026,2025-05-27,App,Loan enquiry,23.81,3
IN00003775,CU00000128,2026-03-02,App,KYC,9.47,4
IN00003776,CU00004984,2026-02-15,Email,Digital help,30.57,5
IN00003777,CU00004699,2025-03-17,Branch,Digital help,17.78,4
IN00003778,CU00000797,2025-01-23,App,Digital help,12.41,5
IN00003779,CU00003637,2026-05-13,Chat,Loan enquiry,12.25,4
IN00003780,CU00004785,2024-11-11,Branch,Service request,13.82,3
IN00003781,CU00001579,2026-05-14,Email,KYC,5.5,4
IN00003782,CU00003026,2025-03-12,Email,Digital help,7.44,5
IN00003783,CU00003561,2026-07-11,Chat,Service request,21.87,2
IN00003784,CU00004711,2025-12-16,Email,KYC,1.64,5
IN00003785,CU00003787,2025-11-01,Chat,Service request,22.89,5
IN00003786,CU00004854,2026-01-22,Chat,Digital help,16.27,5
IN00003787,CU00000661,2025-05-16,Call Centre,Complaint,7.26,4
IN00003788,CU00004231,2026-04-30,Branch,Service request,14.58,3
IN00003789,CU00003890,2024-12-05,App,KYC,45.36,2
IN00003790,CU00004193,2026-05-05,Email,KYC,9.83,3
IN00003791,CU00003940,2026-01-15,Call Centre,Loan enquiry,18.59,3
IN00003792,CU00001751,2026-03-04,Chat,Loan enquiry,11.06,4
IN00003793,CU00003498,2026-02-24,Branch,Loan enquiry,16.76,4
IN00003794,CU00000454,2025-03-26,Email,Complaint,7.9,4
IN00003795,CU00001723,2025-02-08,Branch,KYC,49.29,3
IN00003796,CU00002454,2025-12-07,App,Digital help,1.23,4
IN00003797,CU00004382,2025-11-30,Branch,Digital help,1.86,5
IN00003798,CU00001814,2024-12-17,Call Centre,Card issue,11.19,5
IN00003799,CU00004618,2025-06-05,Chat,KYC,16.7,2
IN00003800,CU00004897,2025-01-21,Call Centre,Digital help,8.56,5
IN00003801,CU00000810,2026-02-08,Chat,Loan enquiry,34.68,4
IN00003802,CU00002296,2026-08-15,App,Loan enquiry,39.06,2
IN00003803,CU00000094,2026-07-25,Branch,Card issue,1.12,3
IN00003804,CU00001914,2025-05-29,Branch,Service request,35.22,4
IN00003805,CU00000076,2026-03-19,Call Centre,Card issue,21.57,3
IN00003806,CU00003561,2026-03-05,Call Centre,Card issue,11.25,5
IN00003807,CU00001435,2025-02-16,Email,Digital help,18.51,5
IN00003808,CU00001243,2024-09-03,Email,KYC,15.02,4
IN00003809,CU00002448,2024-11-17,Email,Complaint,14.6,2
IN00003810,CU00001597,2026-07-25,Branch,Loan enquiry,14.92,4
IN00003811,CU00003512,2025-08-25,Call Centre,Loan enquiry,5.28,3
IN00003812,CU00004707,2024-10-22,Email,Service request,5.16,5
IN00003813,CU00001104,2026-05-13,Branch,Complaint,23.33,4
IN00003814,CU00003600,2026-05-22,Email,Complaint,4.79,4
IN00003815,CU00000746,2024-09-15,Call Centre,Card issue,33.31,5
IN00003816,CU00004979,2026-05-19,App,Service request,9.03,4
IN00003817,CU00002842,2026-02-17,Branch,Loan enquiry,10.95,5
IN00003818,CU00001884,2025-10-06,Call Centre,Complaint,45.8,4
IN00003819,CU00004521,2025-03-02,Chat,Digital help,16.57,4
IN00003820,CU00001311,2024-11-21,App,Digital help,28.26,5
IN00003821,CU00003661,2025-03-18,Chat,Complaint,6.72,3
IN00003822,CU00004716,2026-08-05,Branch,Loan enquiry,13.89,4
IN00003823,CU00004774,2026-08-17,Email,KYC,26.13,4
IN00003824,CU00004843,2025-04-17,Call Centre,Complaint,24.92,5
IN00003825,CU00001921,2024-12-12,Email,Service request,15.67,5
IN00003826,CU00003157,2025-02-08,Branch,Complaint,26.39,4
IN00003827,CU00001598,2025-10-05,Chat,Service request,6.34,4
IN00003828,CU00001648,2025-09-18,Branch,Service request,5.45,5
IN00003829,CU00001802,2026-02-11,App,Digital help,3.59,5
IN00003830,CU00004936,2025-02-17,App,Loan enquiry,13.14,4
IN00003831,CU00002747,2025-07-12,App,Service request,4.38,2
IN00003832,CU00000352,2026-03-22,Call Centre,Service request,5.31,4
IN00003833,CU00001630,2026-07-29,Email,Complaint,10.45,5
IN00003834,CU00001774,2024-12-08,App,Digital help,2.83,5
IN00003835,CU00002343,2024-09-16,Call Centre,Service request,2.57,4
IN00003836,CU00000920,2026-04-24,App,Digital help,31.32,3
IN00003837,CU00003640,2026-05-02,App,KYC,13.99,3
IN00003838,CU00003522,2024-09-11,App,KYC,21.56,5
IN00003839,CU00004474,2026-01-17,Chat,Loan enquiry,3.64,4
IN00003840,CU00002084,2025-09-11,Call Centre,Digital help,5.2,3
IN00003841,CU00003064,2025-12-06,Branch,Complaint,5.58,4
IN00003842,CU00001867,2025-03-12,Chat,KYC,37.97,4
IN00003843,CU00004637,2024-12-07,Branch,Service request,6.44,5
IN00003844,CU00000733,2025-11-27,Chat,Digital help,7.9,3
IN00003845,CU00000508,2026-03-29,Chat,Loan enquiry,2.21,4
IN00003846,CU00002542,2025-01-10,App,Loan enquiry,24.57,4
IN00003847,CU00000416,2025-05-04,Email,Digital help,8.06,4
IN00003848,CU00003459,2026-03-21,Chat,KYC,3.72,5
IN00003849,CU00000876,2025-10-29,Call Centre,KYC,2.96,4
IN00003850,CU00000328,2025-10-09,Branch,Card issue,14.02,5
IN00003851,CU00000080,2025-06-03,Email,Loan enquiry,61.51,4
IN00003852,CU00003971,2025-04-28,Call Centre,Complaint,8.07,4
IN00003853,CU00004147,2026-07-05,Call Centre,Loan enquiry,31.14,4
IN00003854,CU00004192,2025-05-16,Branch,Service request,19.62,3
IN00003855,CU00000434,2026-01-08,Email,Complaint,15.0,3
IN00003856,CU00002591,2025-09-14,App,Digital help,18.19,4
IN00003857,CU00003163,2025-01-21,App,Card issue,5.19,5
IN00003858,CU00002360,2025-07-08,App,Complaint,1.86,3
IN00003859,CU00004941,2026-04-09,Call Centre,Loan enquiry,29.14,4
IN00003860,CU00003022,2025-05-26,Email,Card issue,11.33,3
IN00003861,CU00004810,2024-10-08,Chat,Complaint,26.6,3
IN00003862,CU00003321,2025-03-15,Branch,Loan enquiry,18.02,2
IN00003863,CU00002326,2025-10-16,Chat,Card issue,1.56,3
IN00003864,CU00001638,2026-03-22,Branch,Digital help,2.67,4
IN00003865,CU00002847,2025-01-11,Email,Card issue,15.89,5
IN00003866,CU00004579,2026-04-08,Email,Digital help,15.8,4
IN00003867,CU00000112,2026-07-26,Email,Digital help,22.66,5
IN00003868,CU00004877,2025-07-11,Email,Digital help,16.58,4
IN00003869,CU00004076,2025-07-22,Email,Card issue,36.16,4
IN00003870,CU00003287,2025-09-23,Chat,Service request,10.14,2
IN00003871,CU00003655,2025-05-23,App,Complaint,13.43,5
IN00003872,CU00004489,2026-08-25,Branch,KYC,10.36,5
IN00003873,CU00002545,2024-11-07,Chat,Complaint,33.27,4
IN00003874,CU00004376,2026-01-09,Chat,Loan enquiry,3.01,2
IN00003875,CU00000946,2026-03-12,Chat,Complaint,33.56,1
IN00003876,CU00003681,2024-10-07,Branch,KYC,49.64,4
IN00003877,CU00001515,2025-07-13,Chat,Service request,31.67,3
IN00003878,CU00002820,2025-12-02,Chat,Service request,10.3,5
IN00003879,CU00003952,2025-05-22,Call Centre,Loan enquiry,27.09,5
IN00003880,CU00000759,2025-03-31,Branch,Loan enquiry,11.15,2
IN00003881,CU00003506,2026-02-18,Call Centre,Card issue,6.49,3
IN00003882,CU00003505,2025-05-14,Email,Digital help,9.38,4
IN00003883,CU00002788,2026-05-29,Branch,Loan enquiry,8.31,2
IN00003884,CU00002919,2026-01-13,Branch,Card issue,3.86,2
IN00003885,CU00001677,2024-09-07,Call Centre,Digital help,42.65,3
IN00003886,CU00003552,2025-10-23,Email,Digital help,12.53,5
IN00003887,CU00000458,2025-07-16,Email,Card issue,11.91,4
IN00003888,CU00004310,2025-02-17,Chat,Complaint,14.4,2
IN00003889,CU00004381,2025-11-06,Call Centre,Card issue,24.58,4
IN00003890,CU00002302,2026-02-04,Call Centre,Service request,11.49,5
IN00003891,CU00004274,2025-04-06,Chat,Digital help,18.14,4
IN00003892,CU00001027,2026-07-14,Chat,Complaint,13.64,4
IN00003893,CU00004445,2026-03-20,Branch,Complaint,24.93,4
IN00003894,CU00003799,2025-01-07,App,Loan enquiry,9.33,5
IN00003895,CU00002903,2025-08-15,Branch,Card issue,16.63,3
IN00003896,CU00003086,2025-03-03,Call Centre,Complaint,7.89,3
IN00003897,CU00002530,2025-09-21,Branch,Card issue,17.09,5
IN00003898,CU00001784,2026-02-05,Email,Card issue,24.47,4
IN00003899,CU00001607,2025-04-29,Chat,Digital help,46.52,5
IN00003900,CU00003885,2025-03-27,Chat,KYC,25.98,4
IN00003901,CU00000986,2024-09-04,Email,Digital help,11.67,5
IN00003902,CU00004022,2025-02-11,Call Centre,Complaint,6.69,4
IN00003903,CU00003284,2026-07-01,App,Loan enquiry,50.06,4
IN00003904,CU00000629,2025-04-18,Chat,Complaint,2.39,3
IN00003905,CU00002140,2026-08-27,Chat,Digital help,20.06,4
IN00003906,CU00001560,2025-06-25,Email,KYC,6.84,4
IN00003907,CU00000229,2024-12-13,App,Digital help,29.45,4
IN00003908,CU00002834,2026-03-08,Email,Complaint,20.7,5
IN00003909,CU00003153,2025-12-18,Email,Loan enquiry,21.1,3
IN00003910,CU00002919,2025-05-31,Chat,Card issue,12.59,4
IN00003911,CU00001368,2026-04-20,Email,Service request,18.85,3
IN00003912,CU00003943,2024-09-30,Branch,Loan enquiry,14.1,5
IN00003913,CU00002270,2026-05-05,Call Centre,Card issue,5.78,5
IN00003914,CU00002370,2026-05-03,Branch,Service request,15.49,4
IN00003915,CU00003341,2025-12-10,Chat,Digital help,8.06,5
IN00003916,CU00004506,2025-10-13,App,Card issue,30.41,4
IN00003917,CU00002455,2024-09-08,Chat,Digital help,6.1,4
IN00003918,CU00004623,2024-10-19,Chat,Digital help,9.13,5
IN00003919,CU00004614,2025-10-13,Chat,Digital help,19.21,4
IN00003920,CU00000003,2025-03-16,Chat,Service request,22.53,3
IN00003921,CU00001963,2026-04-07,Branch,KYC,4.34,3
IN00003922,CU00004948,2025-11-07,Chat,Digital help,12.96,4
IN00003923,CU00002034,2025-05-31,Email,Digital help,12.7,2
IN00003924,CU00001915,2025-07-24,Call Centre,Complaint,38.61,5
IN00003925,CU00002493,2026-07-12,Call Centre,Service request,5.56,4
IN00003926,CU00004207,2025-08-23,App,Complaint,45.77,3
IN00003927,CU00001085,2025-02-16,Chat,Complaint,11.0,3
IN00003928,CU00001945,2026-03-08,Email,Service request,14.36,5
IN00003929,CU00004365,2024-10-16,Email,Loan enquiry,19.39,4
IN00003930,CU00000310,2025-02-14,App,Service request,30.34,4
IN00003931,CU00001000,2025-07-09,App,Complaint,3.46,1
IN00003932,CU00004228,2025-07-13,Branch,Complaint,6.38,5
IN00003933,CU00003474,2026-07-24,Call Centre,Complaint,6.25,3
IN00003934,CU00002486,2025-01-31,Call Centre,Complaint,8.97,3
IN00003935,CU00004135,2024-11-28,Branch,Card issue,10.29,4
IN00003936,CU00003844,2026-01-29,Email,Card issue,13.04,2
IN00003937,CU00001165,2025-05-01,Chat,KYC,17.75,4
IN00003938,CU00002933,2025-03-01,Call Centre,Digital help,12.51,1
IN00003939,CU00000105,2025-01-21,Branch,Loan enquiry,21.7,4
IN00003940,CU00000257,2025-06-27,Email,Complaint,12.31,5
IN00003941,CU00001235,2026-08-07,Call Centre,Card issue,34.96,5
IN00003942,CU00002302,2026-03-30,Chat,Card issue,17.1,5
IN00003943,CU00004483,2025-05-15,Email,Service request,1.28,4
IN00003944,CU00004190,2025-04-07,Chat,Service request,9.15,5
IN00003945,CU00000346,2025-04-08,App,Loan enquiry,11.04,4
IN00003946,CU00002231,2026-03-13,Chat,Card issue,4.95,2
IN00003947,CU00004292,2025-09-20,Chat,Complaint,21.64,5
IN00003948,CU00004185,2026-08-08,Branch,KYC,54.62,4
IN00003949,CU00003108,2024-09-12,Chat,KYC,14.23,3
IN00003950,CU00003361,2024-09-22,Email,Service request,18.57,1
IN00003951,CU00003664,2026-05-26,Call Centre,Digital help,20.35,4
IN00003952,CU00000727,2026-08-25,Branch,KYC,35.83,5
IN00003953,CU00002769,2024-10-31,Branch,Card issue,6.94,4
IN00003954,CU00004720,2024-11-20,App,Loan enquiry,19.73,5
IN00003955,CU00003437,2026-01-22,Call Centre,Service request,21.49,5
IN00003956,CU00001554,2026-01-26,Email,Loan enquiry,3.6,2
IN00003957,CU00004258,2025-11-20,Branch,Service request,33.14,5
IN00003958,CU00002872,2025-11-19,Call Centre,Loan enquiry,7.67,4
IN00003959,CU00004742,2025-09-06,Email,Digital help,16.87,3
IN00003960,CU00004868,2026-03-21,Call Centre,Complaint,44.63,3
IN00003961,CU00004813,2026-08-04,Chat,Loan enquiry,15.2,5
IN00003962,CU00003885,2024-12-19,Branch,Complaint,8.36,4
IN00003963,CU00002466,2025-01-06,Email,KYC,15.98,5
IN00003964,CU00003921,2025-09-12,Branch,Card issue,15.96,5
IN00003965,CU00001071,2025-06-08,Branch,KYC,18.8,3
IN00003966,CU00004184,2024-10-05,App,Loan enquiry,43.55,5
IN00003967,CU00000221,2026-05-07,Chat,Service request,20.7,5
IN00003968,CU00000141,2025-05-14,Chat,Service request,6.56,4
IN00003969,CU00001535,2024-09-06,App,Card issue,29.49,4
IN00003970,CU00003259,2025-08-31,Call Centre,Digital help,15.45,4
IN00003971,CU00004453,2024-12-06,Email,Service request,28.45,4
IN00003972,CU00003433,2025-01-06,App,Service request,30.38,4
IN00003973,CU00003873,2025-01-22,Branch,KYC,29.79,3
IN00003974,CU00002545,2026-01-23,Email,Complaint,10.22,4
IN00003975,CU00003334,2024-11-24,App,KYC,20.55,4
IN00003976,CU00002474,2026-05-08,Call Centre,Card issue,15.36,5
IN00003977,CU00000596,2026-01-05,Email,Loan enquiry,24.62,3
IN00003978,CU00003702,2025-12-19,Chat,Loan enquiry,10.12,3
IN00003979,CU00003948,2025-12-02,App,KYC,13.95,4
IN00003980,CU00004270,2025-07-05,Chat,KYC,18.9,2
IN00003981,CU00004825,2026-03-19,App,Service request,19.53,5
IN00003982,CU00004489,2026-01-25,Email,Complaint,20.55,4
IN00003983,CU00002851,2026-06-14,Branch,Complaint,33.46,5
IN00003984,CU00001499,2024-11-21,Call Centre,Complaint,4.37,2
IN00003985,CU00000986,2024-09-06,App,Complaint,17.01,4
IN00003986,CU00003221,2024-11-15,Chat,Service request,22.5,5
IN00003987,CU00000712,2024-09-06,App,Card issue,60.88,4
IN00003988,CU00003110,2026-07-22,Call Centre,Loan enquiry,10.79,4
IN00003989,CU00003744,2025-04-15,Email,KYC,16.77,3
IN00003990,CU00003677,2025-06-26,Email,Digital help,15.79,5
IN00003991,CU00000006,2026-04-03,Chat,KYC,36.16,5
IN00003992,CU00004252,2025-01-25,App,Card issue,13.15,1
IN00003993,CU00003216,2024-10-10,Call Centre,Loan enquiry,15.11,4
IN00003994,CU00004603,2025-09-09,Call Centre,KYC,4.9,4
IN00003995,CU00003432,2025-02-12,Branch,Loan enquiry,25.8,5
IN00003996,CU00003350,2025-07-31,Call Centre,Complaint,25.27,5
IN00003997,CU00002653,2024-09-15,Chat,Card issue,25.45,4
IN00003998,CU00003448,2025-05-22,Email,Service request,7.94,3
IN00003999,CU00002900,2025-06-23,Call Centre,Loan enquiry,29.16,3
IN00004000,CU00001935,2026-05-26,App,Digital help,26.25,5
IN00004001,CU00001288,2026-02-22,Email,KYC,3.06,4
IN00004002,CU00001985,2024-11-29,Chat,Card issue,11.92,3
IN00004003,CU00004371,2024-11-04,Call Centre,Digital help,9.31,4
IN00004004,CU00000035,2025-04-23,Email,Loan enquiry,34.24,1
IN00004005,CU00002592,2025-10-06,Call Centre,Loan enquiry,47.33,1
IN00004006,CU00004125,2024-11-22,Email,Digital help,17.99,4
IN00004007,CU00000111,2026-01-28,Call Centre,Service request,12.95,3
IN00004008,CU00000136,2024-09-22,Branch,Loan enquiry,1.97,4
IN00004009,CU00002970,2025-09-30,Call Centre,Digital help,3.88,4
IN00004010,CU00001159,2024-10-20,Chat,Card issue,27.27,2
IN00004011,CU00000450,2026-01-03,Call Centre,Card issue,38.55,4
IN00004012,CU00003277,2026-04-09,Email,KYC,11.66,5
IN00004013,CU00003259,2025-11-13,Chat,Complaint,9.28,5
IN00004014,CU00004454,2026-05-02,Branch,Loan enquiry,21.14,5
IN00004015,CU00004260,2026-05-14,Call Centre,Digital help,4.62,3
IN00004016,CU00002162,2025-10-22,Email,Complaint,21.81,4
IN00004017,CU00004256,2025-12-14,Call Centre,Complaint,26.24,5
IN00004018,CU00004544,2025-11-16,Call Centre,Complaint,42.53,1
IN00004019,CU00004755,2025-06-10,Branch,KYC,11.52,4
IN00004020,CU00000932,2026-04-14,Chat,Card issue,5.84,3
IN00004021,CU00001950,2025-06-06,Call Centre,Service request,29.18,3
IN00004022,CU00002428,2024-10-01,Chat,Card issue,13.78,4
IN00004023,CU00004229,2026-08-08,Branch,Loan enquiry,38.42,5
IN00004024,CU00002701,2025-01-05,Branch,Complaint,31.3,5
IN00004025,CU00002611,2026-02-20,Call Centre,Loan enquiry,31.17,4
IN00004026,CU00001357,2025-08-05,App,Card issue,4.72,4
IN00004027,CU00001768,2026-03-16,Chat,Card issue,22.18,4
IN00004028,CU00002231,2024-09-25,Email,Complaint,10.68,4
IN00004029,CU00000028,2026-04-02,Email,Card issue,20.02,4
IN00004030,CU00001436,2025-07-27,App,Digital help,5.52,2
IN00004031,CU00002731,2025-05-08,Chat,Loan enquiry,20.88,4
IN00004032,CU00003904,2025-04-28,Email,Digital help,23.48,5
IN00004033,CU00004514,2026-06-29,Branch,Card issue,12.46,5
IN00004034,CU00001353,2025-08-05,App,Digital help,16.65,3
IN00004035,CU00000593,2026-05-28,Call Centre,Loan enquiry,36.56,3
IN00004036,CU00000619,2026-02-13,Branch,Digital help,53.71,5
IN00004037,CU00000376,2024-10-08,Branch,Card issue,4.64,4
IN00004038,CU00004842,2026-03-26,Branch,KYC,27.93,5
IN00004039,CU00002096,2025-03-07,App,Digital help,32.47,4
IN00004040,CU00003887,2026-07-27,Call Centre,Card issue,39.07,4
IN00004041,CU00003484,2025-09-24,Call Centre,Complaint,10.0,2
IN00004042,CU00004074,2024-12-14,App,Service request,34.6,3
IN00004043,CU00001935,2025-03-22,Chat,Service request,8.34,5
IN00004044,CU00002110,2026-06-05,App,Digital help,10.69,3
IN00004045,CU00003115,2025-11-21,Branch,Service request,51.15,4
IN00004046,CU00000628,2026-05-12,Branch,Loan enquiry,8.47,5
IN00004047,CU00003803,2025-12-18,Branch,Complaint,27.16,3
IN00004048,CU00000440,2025-07-16,Chat,Digital help,28.81,3
IN00004049,CU00004867,2025-07-26,Chat,Service request,3.93,3
IN00004050,CU00003558,2026-01-05,Chat,Service request,36.24,5
IN00004051,CU00003907,2025-08-26,Call Centre,Card issue,8.61,5
IN00004052,CU00001865,2026-04-20,App,Service request,44.4,5
IN00004053,CU00000882,2025-05-30,Email,Digital help,8.96,4
IN00004054,CU00000460,2026-04-28,Branch,Loan enquiry,4.64,4
IN00004055,CU00003791,2026-08-21,Email,Complaint,8.95,3
IN00004056,CU00000039,2026-01-01,Call Centre,Loan enquiry,8.6,5
IN00004057,CU00003065,2025-06-15,Chat,Loan enquiry,3.79,3
IN00004058,CU00000587,2025-01-24,Call Centre,Loan enquiry,30.34,1
IN00004059,CU00002471,2025-02-05,Chat,Service request,34.87,5
IN00004060,CU00002744,2025-08-22,Call Centre,Complaint,5.02,4
IN00004061,CU00002467,2025-11-28,App,KYC,15.46,4
IN00004062,CU00003015,2026-02-14,Email,Loan enquiry,9.59,5
IN00004063,CU00002061,2026-04-07,Branch,Digital help,29.68,5
IN00004064,CU00003599,2025-01-13,Call Centre,Card issue,9.79,4
IN00004065,CU00002583,2025-07-26,Chat,Loan enquiry,24.79,3
IN00004066,CU00000946,2025-10-02,Email,Digital help,19.28,5
IN00004067,CU00004645,2024-09-27,Chat,Digital help,19.38,4
IN00004068,CU00003479,2026-04-05,Email,Card issue,19.48,4
IN00004069,CU00000013,2025-10-20,Email,Digital help,0.61,4
IN00004070,CU00000369,2024-10-16,Email,KYC,8.75,5
IN00004071,CU00002402,2026-01-08,Branch,Complaint,4.44,3
IN00004072,CU00003011,2024-12-11,Email,Complaint,13.65,4
IN00004073,CU00003004,2025-06-14,Email,KYC,21.27,5
IN00004074,CU00003279,2026-03-21,Call Centre,Loan enquiry,22.63,3
IN00004075,CU00002676,2026-08-12,Branch,Loan enquiry,5.51,2
IN00004076,CU00003018,2025-04-04,Call Centre,KYC,23.68,4
IN00004077,CU00000878,2025-06-28,Branch,Complaint,27.34,5
IN00004078,CU00000510,2025-10-31,Chat,KYC,45.27,3
IN00004079,CU00000836,2026-01-31,Call Centre,Service request,6.08,4
IN00004080,CU00002849,2025-06-05,Chat,Digital help,14.43,4
IN00004081,CU00000106,2025-05-31,App,KYC,24.62,5
IN00004082,CU00002668,2024-09-01,Branch,Loan enquiry,10.38,4
IN00004083,CU00000553,2025-04-27,Chat,Service request,27.15,4
IN00004084,CU00001115,2025-08-07,Call Centre,Service request,21.38,4
IN00004085,CU00003301,2025-02-03,App,Loan enquiry,31.79,3
IN00004086,CU00000359,2025-06-18,Chat,Loan enquiry,3.35,3
IN00004087,CU00000305,2025-03-17,Chat,Service request,24.51,4
IN00004088,CU00003776,2024-12-22,App,Loan enquiry,23.84,2
IN00004089,CU00004031,2024-10-04,Chat,KYC,33.33,5
IN00004090,CU00001058,2025-06-02,Branch,Card issue,2.21,5
IN00004091,CU00003703,2026-07-20,Call Centre,KYC,14.36,4
IN00004092,CU00000259,2026-02-05,Chat,Digital help,17.08,3
IN00004093,CU00004475,2025-03-20,Call Centre,Service request,9.7,4
IN00004094,CU00003902,2025-08-11,App,Loan enquiry,18.79,2
IN00004095,CU00003193,2025-03-28,App,KYC,54.24,4
IN00004096,CU00003461,2026-07-22,Branch,KYC,11.71,3
IN00004097,CU00000771,2025-12-07,App,Digital help,13.55,4
IN00004098,CU00001923,2026-04-25,Call Centre,KYC,4.69,4
IN00004099,CU00000217,2024-10-28,Email,Service request,12.04,5
IN00004100,CU00000068,2024-11-15,App,Digital help,31.87,5
IN00004101,CU00004771,2025-05-21,Branch,Loan enquiry,6.33,1
IN00004102,CU00004486,2025-01-20,Branch,Service request,5.9,3
IN00004103,CU00002230,2026-03-09,Branch,KYC,51.53,5
IN00004104,CU00001678,2026-06-12,Branch,Complaint,8.47,4
IN00004105,CU00003419,2026-01-13,App,Loan enquiry,38.55,5
IN00004106,CU00004455,2025-08-10,App,Loan enquiry,7.88,3
IN00004107,CU00001211,2025-05-18,Email,Digital help,16.47,3
IN00004108,CU00001869,2024-09-16,Chat,Loan enquiry,42.37,4
IN00004109,CU00002087,2025-06-30,Email,Loan enquiry,39.37,3
IN00004110,CU00003271,2024-10-25,App,Service request,11.45,3
