card_id,customer_id,card_type,credit_limit,current_outstanding,status
CD00001541,CU00003857,Classic,100000,22638.72,Active
CD00001542,CU00002237,Platinum,100000,7750.23,Closed
CD00001543,CU00004547,Gold,350000,4065.51,Active
CD00001544,CU00004551,Gold,350000,35588.26,Active
CD00001545,CU00000567,Classic,200000,7162.23,Blocked
CD00001546,CU00002209,Classic,100000,15874.88,Active
CD00001547,CU00001184,Classic,100000,7925.17,Active
CD00001548,CU00003466,Business,100000,7847.42,Active
CD00001549,CU00003871,Classic,200000,15124.23,Active
CD00001550,CU00002542,Platinum,50000,75747.34,Active
CD00001551,CU00002387,Business,350000,2874.02,Active
CD00001552,CU00002732,Platinum,200000,50361.96,Active
CD00001553,CU00003172,Classic,100000,24370.0,Active
CD00001554,CU00000956,Classic,500000,28842.16,Closed
CD00001555,CU00000899,Classic,50000,47260.33,Active
CD00001556,CU00001990,Classic,350000,26604.69,Active
CD00001557,CU00004316,Platinum,500000,10316.21,Active
CD00001558,CU00000915,Business,500000,5248.35,Active
CD00001559,CU00000779,Platinum,350000,10529.33,Active
CD00001560,CU00004303,Classic,100000,2057.29,Active
CD00001561,CU00001086,Platinum,50000,11711.42,Closed
CD00001562,CU00000266,Classic,200000,9729.83,Active
CD00001563,CU00004132,Platinum,350000,9003.59,Active
CD00001564,CU00001792,Platinum,50000,12936.05,Active
CD00001565,CU00001653,Gold,200000,6883.74,Active
CD00001566,CU00000857,Classic,50000,9772.87,Active
CD00001567,CU00003153,Gold,100000,4488.31,Active
CD00001568,CU00003788,Platinum,100000,3503.1,Active
CD00001569,CU00001012,Classic,100000,5095.05,Active
CD00001570,CU00000987,Gold,50000,36666.65,Active
CD00001571,CU00002562,Classic,50000,7565.91,Active
CD00001572,CU00004349,Classic,500000,9501.32,Active
CD00001573,CU00000530,Business,100000,33115.44,Active
CD00001574,CU00001424,Classic,100000,8381.61,Active
CD00001575,CU00002101,Classic,500000,283.1,Active
CD00001576,CU00000393,Gold,100000,27835.79,Active
CD00001577,CU00000937,Gold,100000,14354.53,Active
CD00001578,CU00003843,Platinum,50000,2353.13,Active
CD00001579,CU00000933,Gold,100000,20220.34,Active
CD00001580,CU00003563,Gold,350000,37651.27,Active
CD00001581,CU00003057,Gold,500000,3438.93,Active
CD00001582,CU00003503,Classic,500000,1284.46,Active
CD00001583,CU00003964,Gold,100000,8219.45,Active
CD00001584,CU00003320,Gold,350000,32518.18,Active
CD00001585,CU00002327,Gold,50000,27988.42,Active
CD00001586,CU00004479,Classic,350000,15684.23,Active
CD00001587,CU00003512,Classic,350000,4208.31,Active
CD00001588,CU00000298,Classic,200000,25543.31,Active
CD00001589,CU00004121,Classic,500000,7439.56,Active
CD00001590,CU00004911,Gold,100000,28806.39,Active
CD00001591,CU00004035,Gold,50000,6664.7,Active
CD00001592,CU00002399,Classic,100000,1983.47,Active
CD00001593,CU00003061,Gold,100000,26205.86,Active
CD00001594,CU00000353,Platinum,100000,4595.83,Blocked
CD00001595,CU00003371,Gold,100000,10094.56,Active
CD00001596,CU00003548,Platinum,500000,5478.35,Active
CD00001597,CU00001870,Gold,100000,3921.78,Active
CD00001598,CU00002612,Classic,500000,277.21,Active
CD00001599,CU00002220,Gold,200000,4540.32,Active
CD00001600,CU00000727,Classic,500000,2698.36,Active
CD00001601,CU00003695,Platinum,100000,11564.96,Active
CD00001602,CU00003347,Business,100000,6961.8,Active
CD00001603,CU00001894,Platinum,500000,4675.4,Blocked
CD00001604,CU00003275,Classic,200000,10648.64,Active
CD00001605,CU00003390,Platinum,350000,15695.61,Active
CD00001606,CU00002472,Gold,100000,7839.82,Active
CD00001607,CU00000052,Platinum,200000,11076.22,Active
CD00001608,CU00002597,Platinum,50000,80900.81,Active
CD00001609,CU00002854,Platinum,500000,3697.84,Active
CD00001610,CU00001764,Gold,500000,9302.05,Active
CD00001611,CU00002257,Classic,500000,27320.75,Active
CD00001612,CU00001031,Gold,200000,12798.44,Active
CD00001613,CU00001304,Classic,100000,8734.76,Active
CD00001614,CU00004071,Business,50000,11812.06,Active
CD00001615,CU00003708,Classic,100000,41782.4,Active
CD00001616,CU00003102,Classic,350000,6454.8,Active
CD00001617,CU00004314,Classic,350000,2698.83,Active
CD00001618,CU00001953,Classic,100000,15094.8,Active
CD00001619,CU00000087,Gold,500000,24088.44,Active
CD00001620,CU00001195,Platinum,100000,4178.16,Active
CD00001621,CU00001024,Classic,350000,22518.05,Active
CD00001622,CU00000845,Platinum,100000,9471.67,Active
CD00001623,CU00003538,Classic,500000,15629.0,Active
CD00001624,CU00003641,Gold,200000,12512.34,Active
CD00001625,CU00002029,Business,200000,2529.79,Active
CD00001626,CU00004078,Gold,350000,16675.12,Active
CD00001627,CU00000419,Business,500000,2098.12,Active
CD00001628,CU00004880,Platinum,200000,12140.09,Active
CD00001629,CU00003608,Classic,500000,2227.24,Active
CD00001630,CU00004997,Classic,200000,8902.99,Active
CD00001631,CU00001515,Platinum,200000,1857.98,Active
CD00001632,CU00003937,Platinum,200000,10561.17,Active
CD00001633,CU00002231,Platinum,350000,3202.2,Active
CD00001634,CU00002765,Gold,350000,4385.0,Active
CD00001635,CU00004539,Platinum,500000,1650.03,Closed
CD00001636,CU00002832,Gold,100000,17631.92,Active
CD00001637,CU00004927,Platinum,350000,36007.05,Active
CD00001638,CU00000171,Gold,50000,34593.45,Active
CD00001639,CU00002316,Classic,50000,4385.11,Active
CD00001640,CU00004535,Classic,50000,7843.47,Active
CD00001641,CU00000152,Platinum,200000,6014.69,Closed
CD00001642,CU00002166,Business,100000,56391.57,Active
CD00001643,CU00001592,Gold,50000,5605.92,Active
CD00001644,CU00002917,Business,500000,13065.01,Active
CD00001645,CU00003568,Gold,50000,61400.08,Active
CD00001646,CU00004453,Gold,50000,6480.37,Active
CD00001647,CU00004228,Business,50000,17038.82,Active
CD00001648,CU00001875,Classic,200000,3897.13,Active
CD00001649,CU00001789,Gold,50000,6296.85,Active
CD00001650,CU00003673,Classic,100000,7355.5,Active
CD00001651,CU00003295,Business,350000,1121.99,Active
CD00001652,CU00002127,Platinum,350000,7649.53,Active
CD00001653,CU00004943,Gold,500000,3278.67,Active
CD00001654,CU00000809,Platinum,50000,5654.27,Closed
CD00001655,CU00003350,Classic,500000,28421.12,Active
CD00001656,CU00004306,Gold,350000,40546.5,Active
CD00001657,CU00003966,Classic,50000,10666.63,Active
CD00001658,CU00004684,Platinum,350000,1713.09,Active
CD00001659,CU00002429,Gold,50000,50252.53,Active
CD00001660,CU00004829,Classic,500000,5770.55,Active
CD00001661,CU00002005,Classic,100000,7475.75,Active
CD00001662,CU00001600,Gold,200000,1193.13,Active
CD00001663,CU00001940,Classic,500000,1642.43,Active
CD00001664,CU00003314,Classic,350000,2082.21,Active
CD00001665,CU00002730,Gold,350000,2222.76,Active
CD00001666,CU00004805,Gold,500000,2185.47,Active
CD00001667,CU00000230,Business,50000,28709.59,Active
CD00001668,CU00000537,Business,50000,10578.46,Active
CD00001669,CU00003827,Classic,200000,53370.51,Active
CD00001670,CU00001385,Gold,200000,2549.34,Active
CD00001671,CU00000812,Gold,100000,4306.27,Active
CD00001672,CU00003723,Classic,100000,2088.67,Active
CD00001673,CU00000851,Platinum,100000,7043.25,Active
CD00001674,CU00000133,Platinum,100000,14853.21,Active
CD00001675,CU00001284,Gold,100000,8632.36,Active
CD00001676,CU00003536,Business,200000,7342.53,Active
CD00001677,CU00000181,Classic,50000,5099.89,Active
CD00001678,CU00003913,Business,500000,11606.51,Active
CD00001679,CU00002023,Classic,100000,554.84,Active
CD00001680,CU00003946,Gold,100000,49943.59,Active
CD00001681,CU00001460,Gold,100000,13617.59,Active
CD00001682,CU00002081,Business,350000,28635.87,Active
CD00001683,CU00002934,Classic,200000,2737.19,Active
CD00001684,CU00001656,Classic,500000,51732.71,Active
CD00001685,CU00003818,Classic,200000,2095.13,Active
CD00001686,CU00004365,Platinum,50000,5564.57,Closed
CD00001687,CU00001452,Classic,350000,5426.11,Active
CD00001688,CU00003752,Business,50000,29382.33,Active
CD00001689,CU00001226,Classic,500000,14492.53,Active
CD00001690,CU00004392,Classic,50000,8798.86,Active
CD00001691,CU00003154,Gold,100000,12044.15,Active
CD00001692,CU00002030,Platinum,50000,5385.44,Active
CD00001693,CU00002058,Classic,350000,482.06,Active
CD00001694,CU00001837,Classic,100000,18129.71,Active
CD00001695,CU00000315,Gold,500000,14333.12,Active
CD00001696,CU00003001,Classic,100000,7251.62,Active
CD00001697,CU00002817,Platinum,100000,17913.9,Active
CD00001698,CU00000117,Platinum,200000,61400.19,Active
CD00001699,CU00002375,Business,50000,36576.19,Active
CD00001700,CU00003709,Classic,100000,2297.85,Active
CD00001701,CU00003958,Classic,350000,14653.94,Active
CD00001702,CU00000446,Platinum,100000,19042.37,Active
CD00001703,CU00004107,Gold,500000,27098.92,Active
CD00001704,CU00002075,Classic,350000,11842.67,Active
CD00001705,CU00001874,Gold,350000,5045.42,Active
CD00001706,CU00001058,Classic,350000,12400.3,Active
CD00001707,CU00002590,Platinum,500000,34929.65,Blocked
CD00001708,CU00003813,Classic,500000,72982.52,Active
CD00001709,CU00001212,Classic,100000,19282.32,Active
CD00001710,CU00002863,Classic,50000,14733.73,Active
CD00001711,CU00003144,Classic,350000,8318.82,Active
CD00001712,CU00000392,Classic,500000,2791.97,Active
CD00001713,CU00001502,Classic,500000,14430.82,Active
CD00001714,CU00000322,Platinum,50000,6563.06,Active
CD00001715,CU00000436,Business,350000,9782.44,Active
CD00001716,CU00001014,Classic,50000,18300.79,Active
CD00001717,CU00001955,Classic,200000,2848.09,Active
CD00001718,CU00002163,Gold,100000,14128.16,Active
CD00001719,CU00004332,Gold,500000,56848.24,Active
CD00001720,CU00004552,Classic,100000,1533.76,Active
CD00001721,CU00001065,Gold,100000,3487.55,Active
CD00001722,CU00004934,Gold,50000,9476.41,Active
CD00001723,CU00004141,Classic,200000,4066.85,Active
CD00001724,CU00002767,Gold,100000,12381.77,Active
CD00001725,CU00001380,Classic,50000,9656.55,Active
CD00001726,CU00003049,Gold,350000,11756.43,Active
CD00001727,CU00001752,Business,50000,861.12,Active
CD00001728,CU00003832,Classic,200000,2968.76,Active
CD00001729,CU00000168,Platinum,500000,3293.1,Active
CD00001730,CU00001908,Platinum,350000,7314.87,Active
CD00001731,CU00001247,Gold,350000,90922.73,Active
CD00001732,CU00002068,Business,50000,11719.45,Active
CD00001733,CU00002512,Classic,200000,41548.12,Active
CD00001734,CU00004957,Gold,200000,2014.02,Active
CD00001735,CU00003740,Classic,100000,2658.93,Active
CD00001736,CU00003488,Gold,100000,4139.97,Active
CD00001737,CU00000333,Classic,50000,20092.94,Blocked
CD00001738,CU00001759,Gold,100000,33118.67,Active
CD00001739,CU00002193,Platinum,100000,4488.86,Active
CD00001740,CU00001419,Classic,500000,4771.6,Active
CD00001741,CU00001715,Classic,100000,10205.57,Active
CD00001742,CU00003025,Classic,100000,3996.99,Active
CD00001743,CU00003927,Classic,50000,6786.37,Active
CD00001744,CU00000275,Gold,350000,7450.67,Active
CD00001745,CU00003895,Classic,500000,15616.15,Active
CD00001746,CU00001708,Gold,200000,12917.46,Active
CD00001747,CU00003361,Classic,200000,23017.53,Active
CD00001748,CU00004135,Platinum,350000,4139.94,Active
CD00001749,CU00001211,Classic,350000,29246.26,Blocked
CD00001750,CU00000241,Gold,500000,29253.11,Active
CD00001751,CU00001607,Platinum,500000,56268.08,Active
CD00001752,CU00001425,Gold,100000,63994.79,Active
CD00001753,CU00000047,Classic,200000,792.09,Active
CD00001754,CU00002754,Platinum,350000,6760.83,Active
CD00001755,CU00002736,Classic,50000,3773.24,Active
CD00001756,CU00002638,Classic,500000,2967.7,Active
CD00001757,CU00000682,Gold,50000,9120.53,Active
CD00001758,CU00002296,Gold,200000,10028.4,Active
CD00001759,CU00001447,Classic,350000,8457.12,Active
CD00001760,CU00002332,Platinum,350000,3121.77,Closed
CD00001761,CU00004275,Gold,100000,11363.06,Active
CD00001762,CU00001533,Classic,100000,20365.55,Active
CD00001763,CU00000676,Gold,100000,6274.13,Active
CD00001764,CU00000730,Platinum,500000,14714.37,Active
CD00001765,CU00001054,Gold,50000,8377.35,Active
CD00001766,CU00002394,Gold,200000,1480.18,Active
CD00001767,CU00001043,Classic,50000,6941.35,Active
CD00001768,CU00002507,Gold,100000,4122.62,Active
CD00001769,CU00000504,Gold,500000,68096.7,Blocked
CD00001770,CU00003619,Gold,100000,32697.33,Blocked
CD00001771,CU00002703,Platinum,100000,7035.93,Active
CD00001772,CU00001161,Gold,200000,28190.78,Active
CD00001773,CU00003894,Classic,200000,16703.56,Closed
CD00001774,CU00004682,Business,350000,7787.27,Active
CD00001775,CU00000245,Classic,100000,2853.82,Active
CD00001776,CU00003048,Gold,500000,4942.0,Active
CD00001777,CU00002301,Classic,50000,52369.82,Active
CD00001778,CU00001637,Classic,500000,107446.78,Active
CD00001779,CU00000636,Platinum,50000,6533.37,Active
CD00001780,CU00004159,Classic,500000,31959.61,Active
CD00001781,CU00001816,Classic,50000,7692.66,Active
CD00001782,CU00004633,Gold,350000,5465.23,Active
CD00001783,CU00003639,Platinum,200000,17780.78,Active
CD00001784,CU00001539,Classic,100000,20741.44,Active
CD00001785,CU00003243,Platinum,200000,15023.68,Active
CD00001786,CU00002140,Classic,500000,23570.27,Active
CD00001787,CU00003288,Classic,100000,15120.88,Active
CD00001788,CU00000946,Gold,100000,3428.56,Active
CD00001789,CU00004154,Classic,350000,5363.66,Active
CD00001790,CU00002339,Gold,100000,8776.45,Active
CD00001791,CU00004178,Classic,200000,6645.0,Active
CD00001792,CU00001508,Classic,200000,35605.04,Active
CD00001793,CU00004888,Classic,100000,10451.26,Active
CD00001794,CU00001180,Platinum,200000,10358.74,Active
CD00001795,CU00001159,Classic,500000,21498.05,Active
CD00001796,CU00003646,Platinum,50000,9397.77,Active
CD00001797,CU00003249,Classic,500000,10806.15,Active
CD00001798,CU00003238,Platinum,100000,5660.47,Active
CD00001799,CU00004412,Classic,350000,11177.67,Active
CD00001800,CU00003139,Gold,100000,10205.37,Blocked
CD00001801,CU00003889,Platinum,100000,80278.86,Active
CD00001802,CU00004885,Classic,500000,21648.25,Active
CD00001803,CU00001190,Classic,350000,9783.36,Closed
CD00001804,CU00004480,Platinum,100000,38249.47,Closed
CD00001805,CU00003614,Gold,100000,22966.08,Active
CD00001806,CU00001575,Classic,500000,20059.19,Active
CD00001807,CU00000124,Gold,200000,36665.24,Active
CD00001808,CU00000970,Classic,500000,7514.0,Active
CD00001809,CU00001392,Classic,350000,4821.12,Active
CD00001810,CU00004836,Classic,500000,28096.4,Active
CD00001811,CU00000849,Classic,50000,1885.23,Active
CD00001812,CU00000065,Business,100000,6633.7,Active
CD00001813,CU00002643,Classic,500000,11039.73,Active
CD00001814,CU00002642,Gold,500000,612.2,Active
CD00001815,CU00002176,Business,350000,39630.91,Active
CD00001816,CU00001718,Classic,50000,14002.48,Active
CD00001817,CU00001882,Gold,350000,6151.18,Active
CD00001818,CU00000740,Classic,200000,6895.98,Active
CD00001819,CU00004201,Gold,200000,11470.46,Active
CD00001820,CU00000111,Platinum,50000,9834.94,Closed
CD00001821,CU00002605,Gold,50000,6345.56,Active
CD00001822,CU00004719,Gold,50000,17257.2,Active
CD00001823,CU00001983,Gold,100000,12491.69,Active
CD00001824,CU00001127,Classic,350000,3662.93,Active
CD00001825,CU00002134,Classic,200000,4872.96,Active
CD00001826,CU00002716,Gold,200000,7602.92,Active
CD00001827,CU00002040,Business,350000,4262.16,Active
CD00001828,CU00001004,Classic,100000,61198.5,Active
CD00001829,CU00002125,Gold,500000,2564.75,Active
CD00001830,CU00001461,Platinum,100000,4280.9,Active
CD00001831,CU00003589,Gold,100000,31965.43,Active
CD00001832,CU00003652,Gold,200000,17887.2,Active
CD00001833,CU00001648,Business,200000,2863.3,Blocked
CD00001834,CU00003880,Gold,200000,21902.29,Active
CD00001835,CU00004504,Gold,500000,7623.88,Active
CD00001836,CU00003721,Gold,500000,8515.06,Active
CD00001837,CU00004523,Platinum,100000,3351.27,Active
CD00001838,CU00002848,Gold,500000,57370.21,Active
CD00001839,CU00002057,Platinum,200000,13651.28,Active
CD00001840,CU00004297,Classic,100000,10278.87,Active
CD00001841,CU00000094,Classic,50000,56891.55,Active
CD00001842,CU00000157,Platinum,200000,47998.75,Active
CD00001843,CU00003118,Platinum,200000,27052.3,Active
CD00001844,CU00000578,Gold,350000,31590.48,Active
CD00001845,CU00000460,Platinum,200000,8578.56,Active
CD00001846,CU00002171,Classic,350000,11967.37,Active
CD00001847,CU00000417,Platinum,200000,40625.76,Active
CD00001848,CU00004290,Classic,350000,6406.21,Active
CD00001849,CU00002801,Platinum,500000,5296.95,Active
CD00001850,CU00000046,Classic,100000,4305.06,Active
CD00001851,CU00002506,Gold,500000,4744.11,Closed
CD00001852,CU00003969,Platinum,200000,3396.45,Active
CD00001853,CU00000847,Gold,50000,5205.28,Active
CD00001854,CU00004895,Classic,50000,19910.96,Active
CD00001855,CU00000759,Gold,50000,1584.03,Active
CD00001856,CU00002640,Gold,350000,12928.79,Active
CD00001857,CU00004866,Platinum,50000,6349.09,Active
CD00001858,CU00000243,Classic,350000,7250.14,Active
CD00001859,CU00002523,Platinum,100000,12364.08,Active
CD00001860,CU00004318,Platinum,50000,4792.07,Active
CD00001861,CU00001269,Gold,50000,3889.63,Active
CD00001862,CU00001802,Classic,350000,2811.3,Active
CD00001863,CU00001200,Business,200000,4472.16,Active
CD00001864,CU00000082,Gold,500000,14539.85,Active
CD00001865,CU00003267,Gold,350000,5682.81,Active
CD00001866,CU00000646,Gold,350000,36712.78,Active
CD00001867,CU00002836,Gold,50000,5231.6,Active
CD00001868,CU00000127,Gold,100000,41420.26,Active
CD00001869,CU00002180,Classic,50000,34585.22,Active
CD00001870,CU00001188,Platinum,350000,16245.36,Active
CD00001871,CU00002755,Classic,350000,5572.71,Active
CD00001872,CU00003089,Gold,500000,40035.78,Active
CD00001873,CU00004415,Classic,500000,5207.76,Active
CD00001874,CU00003656,Classic,500000,6227.33,Active
CD00001875,CU00003848,Platinum,100000,5616.88,Active
CD00001876,CU00002883,Gold,500000,26599.89,Active
CD00001877,CU00002366,Gold,100000,27073.25,Active
CD00001878,CU00003421,Classic,100000,14759.26,Active
CD00001879,CU00004062,Gold,100000,2293.65,Blocked
CD00001880,CU00003624,Platinum,50000,2721.7,Active
CD00001881,CU00001274,Gold,500000,9415.13,Active
CD00001882,CU00002527,Classic,500000,23848.52,Active
CD00001883,CU00004074,Platinum,350000,11982.35,Active
CD00001884,CU00001283,Classic,50000,11253.66,Active
CD00001885,CU00004417,Classic,500000,127422.07,Active
CD00001886,CU00001331,Classic,200000,69220.11,Active
CD00001887,CU00000776,Platinum,500000,6132.79,Active
CD00001888,CU00000524,Gold,100000,12920.34,Active
CD00001889,CU00003942,Gold,100000,4886.04,Active
CD00001890,CU00000232,Gold,500000,21031.95,Active
CD00001891,CU00000892,Gold,200000,13859.84,Active
CD00001892,CU00004938,Classic,500000,5462.05,Active
CD00001893,CU00004616,Classic,50000,3425.92,Active
CD00001894,CU00001177,Classic,100000,8267.53,Active
CD00001895,CU00003908,Classic,100000,12571.56,Active
CD00001896,CU00000235,Classic,200000,1729.9,Active
CD00001897,CU00003398,Classic,200000,8989.33,Active
CD00001898,CU00003023,Classic,350000,1928.6,Active
CD00001899,CU00000477,Classic,200000,46774.64,Active
CD00001900,CU00002707,Gold,350000,6179.08,Active
CD00001901,CU00002115,Classic,100000,20938.38,Active
CD00001902,CU00000710,Classic,500000,3902.19,Active
CD00001903,CU00003621,Gold,350000,11489.05,Active
CD00001904,CU00003553,Gold,200000,23430.12,Active
CD00001905,CU00002687,Platinum,500000,14166.58,Active
CD00001906,CU00004202,Platinum,50000,5559.86,Active
CD00001907,CU00001743,Gold,100000,23437.73,Active
CD00001908,CU00004233,Classic,350000,5243.0,Active
CD00001909,CU00001914,Gold,100000,1311.23,Active
CD00001910,CU00001348,Gold,200000,58349.22,Active
CD00001911,CU00004322,Classic,500000,4984.89,Active
CD00001912,CU00002554,Gold,350000,40481.34,Active
CD00001913,CU00004811,Platinum,200000,3533.91,Active
CD00001914,CU00003977,Classic,50000,23282.38,Active
CD00001915,CU00001025,Business,350000,1478.5,Active
CD00001916,CU00001751,Gold,350000,4507.17,Closed
CD00001917,CU00001287,Classic,50000,11401.59,Active
CD00001918,CU00001647,Classic,200000,12747.09,Active
CD00001919,CU00001244,Gold,100000,63438.87,Active
CD00001920,CU00001980,Gold,200000,85461.84,Active
CD00001921,CU00002891,Platinum,350000,30043.3,Active
CD00001922,CU00001888,Classic,500000,5442.59,Active
CD00001923,CU00003801,Classic,500000,5618.1,Blocked
CD00001924,CU00001926,Gold,100000,46357.0,Active
CD00001925,CU00003999,Classic,200000,4720.59,Active
CD00001926,CU00001907,Gold,500000,17177.62,Active
CD00001927,CU00000015,Platinum,200000,123634.24,Closed
CD00001928,CU00003900,Classic,500000,3224.5,Active
CD00001929,CU00004564,Gold,50000,26895.26,Active
CD00001930,CU00000475,Platinum,50000,29934.29,Active
CD00001931,CU00002428,Classic,200000,4487.3,Closed
CD00001932,CU00001362,Classic,500000,11248.57,Active
CD00001933,CU00003056,Gold,500000,19339.38,Active
CD00001934,CU00000361,Business,50000,12398.45,Active
CD00001935,CU00004241,Classic,500000,1114.17,Active
CD00001936,CU00003612,Classic,200000,6841.45,Active
CD00001937,CU00002336,Classic,50000,3321.17,Active
CD00001938,CU00002269,Business,100000,15209.15,Active
CD00001939,CU00003027,Classic,350000,10702.98,Active
CD00001940,CU00003104,Platinum,50000,12474.5,Active
CD00001941,CU00000745,Classic,500000,4380.33,Active
CD00001942,CU00000303,Classic,50000,1220.29,Active
CD00001943,CU00000088,Platinum,100000,11396.15,Active
CD00001944,CU00001573,Platinum,500000,31815.59,Active
CD00001945,CU00003220,Classic,100000,12477.37,Active
CD00001946,CU00002071,Classic,50000,19525.72,Active
CD00001947,CU00000044,Business,50000,36060.25,Active
CD00001948,CU00001770,Platinum,100000,3666.99,Active
CD00001949,CU00000043,Gold,50000,49564.79,Active
CD00001950,CU00000824,Gold,100000,4195.09,Active
CD00001951,CU00002545,Gold,200000,87201.79,Active
CD00001952,CU00001347,Classic,50000,16898.85,Active
CD00001953,CU00002685,Gold,500000,13024.97,Active
CD00001954,CU00002946,Gold,500000,17478.68,Active
CD00001955,CU00000109,Classic,350000,34931.21,Active
CD00001956,CU00004609,Platinum,100000,9443.41,Active
CD00001957,CU00002945,Classic,100000,8169.94,Active
CD00001958,CU00003430,Platinum,100000,10215.44,Active
CD00001959,CU00003079,Classic,100000,4204.72,Active
CD00001960,CU00003775,Platinum,100000,13184.0,Active
CD00001961,CU00004680,Gold,200000,12977.54,Active
CD00001962,CU00004540,Classic,200000,19000.53,Active
CD00001963,CU00004993,Gold,500000,15614.4,Active
CD00001964,CU00003116,Classic,100000,7820.62,Active
CD00001965,CU00000783,Classic,100000,15584.36,Active
CD00001966,CU00001529,Gold,200000,3269.32,Active
CD00001967,CU00003562,Gold,50000,17088.23,Active
CD00001968,CU00000126,Classic,350000,7835.65,Active
CD00001969,CU00003365,Platinum,350000,9760.17,Active
CD00001970,CU00002064,Gold,350000,8020.52,Active
CD00001971,CU00000671,Business,200000,3871.65,Blocked
CD00001972,CU00002168,Business,500000,23205.4,Active
CD00001973,CU00003600,Classic,50000,6282.56,Active
CD00001974,CU00004160,Classic,50000,936.23,Active
CD00001975,CU00003724,Platinum,50000,44345.76,Active
CD00001976,CU00002104,Gold,500000,17075.27,Active
CD00001977,CU00003850,Gold,500000,16021.69,Active
CD00001978,CU00003785,Classic,50000,968.95,Active
CD00001979,CU00000029,Platinum,100000,6167.0,Closed
CD00001980,CU00004382,Business,200000,8207.7,Active
CD00001981,CU00004773,Gold,50000,4251.59,Active
CD00001982,CU00000217,Gold,100000,30673.72,Active
CD00001983,CU00004834,Platinum,500000,16178.51,Active
CD00001984,CU00004388,Classic,200000,9694.79,Active
CD00001985,CU00004972,Gold,50000,14770.08,Active
CD00001986,CU00004152,Platinum,200000,1631.84,Active
CD00001987,CU00000521,Classic,500000,8630.81,Active
CD00001988,CU00003021,Gold,500000,16343.32,Active
CD00001989,CU00004917,Gold,100000,28577.8,Active
CD00001990,CU00000588,Gold,50000,9370.02,Active
CD00001991,CU00004084,Gold,100000,5082.54,Active
CD00001992,CU00003911,Platinum,500000,8169.79,Active
CD00001993,CU00004725,Classic,100000,41755.04,Active
CD00001994,CU00004287,Business,50000,32433.89,Blocked
CD00001995,CU00002876,Platinum,50000,5438.32,Active
CD00001996,CU00003160,Classic,200000,5215.46,Active
CD00001997,CU00004324,Platinum,350000,37810.91,Active
CD00001998,CU00002986,Business,350000,12597.66,Active
CD00001999,CU00000764,Gold,50000,36304.22,Active
CD00002000,CU00004733,Classic,100000,3132.91,Active
CD00002001,CU00001732,Platinum,100000,20298.0,Active
CD00002002,CU00001999,Business,100000,8741.22,Active
CD00002003,CU00002268,Classic,500000,8347.02,Active
CD00002004,CU00002092,Classic,200000,5439.31,Active
CD00002005,CU00000831,Classic,100000,1132.83,Active
CD00002006,CU00000199,Gold,350000,4812.36,Active
CD00002007,CU00000107,Classic,200000,3211.96,Active
CD00002008,CU00001329,Platinum,100000,7474.93,Active
CD00002009,CU00002485,Classic,100000,6155.81,Blocked
CD00002010,CU00003754,Gold,200000,5790.39,Active
CD00002011,CU00001260,Platinum,100000,1824.84,Active
CD00002012,CU00000257,Platinum,500000,24759.1,Active
CD00002013,CU00003490,Classic,350000,23619.95,Active
CD00002014,CU00003312,Business,100000,68374.46,Active
CD00002015,CU00001680,Business,50000,3062.45,Active
CD00002016,CU00004529,Platinum,100000,101216.04,Active
CD00002017,CU00003730,Gold,200000,5622.47,Active
CD00002018,CU00000478,Gold,100000,30014.33,Active
CD00002019,CU00000966,Gold,50000,7674.17,Active
CD00002020,CU00003935,Business,50000,194621.99,Blocked
CD00002021,CU00004502,Gold,350000,6516.52,Blocked
CD00002022,CU00004501,Classic,100000,10921.83,Active
CD00002023,CU00001696,Classic,100000,16457.67,Active
CD00002024,CU00002363,Gold,100000,82125.64,Active
CD00002025,CU00003205,Classic,50000,12749.2,Active
CD00002026,CU00001087,Platinum,200000,33059.08,Closed
CD00002027,CU00002660,Classic,100000,2109.33,Active
CD00002028,CU00004510,Platinum,100000,2074.5,Active
CD00002029,CU00002645,Classic,100000,14180.02,Active
CD00002030,CU00001368,Classic,500000,3974.25,Active
CD00002031,CU00004460,Gold,100000,7612.83,Active
CD00002032,CU00003040,Business,500000,11010.87,Active
CD00002033,CU00001295,Gold,500000,5479.54,Active
CD00002034,CU00001531,Business,100000,10301.5,Active
CD00002035,CU00002035,Gold,200000,5943.09,Active
CD00002036,CU00003436,Classic,350000,9329.97,Active
CD00002037,CU00003329,Classic,350000,15268.28,Active
CD00002038,CU00001242,Gold,350000,10521.11,Active
CD00002039,CU00003980,Platinum,50000,15085.89,Active
CD00002040,CU00002460,Gold,500000,2479.92,Blocked
CD00002041,CU00002721,Platinum,100000,2202.4,Active
CD00002042,CU00004075,Gold,50000,15435.25,Active
CD00002043,CU00001486,Gold,200000,8530.39,Blocked
CD00002044,CU00000373,Gold,200000,47526.46,Active
CD00002045,CU00001776,Gold,200000,3347.18,Active
CD00002046,CU00003836,Platinum,200000,11086.72,Active
CD00002047,CU00001019,Business,50000,19841.58,Active
CD00002048,CU00002548,Classic,350000,3662.56,Active
CD00002049,CU00001565,Platinum,50000,15934.82,Active
CD00002050,CU00004468,Gold,500000,4854.82,Active
CD00002051,CU00000259,Platinum,200000,23077.56,Active
CD00002052,CU00003389,Platinum,200000,19816.97,Active
CD00002053,CU00000893,Classic,200000,22415.46,Active
