loan_id,customer_id,branch_id,loan_type,origination_date,principal_amount,outstanding_amount,interest_rate,term_months,days_past_due,credit_score,loan_status
LN00001581,CU00004198,BR023,Home,2022-01-31,684945.72,170898.02,11.29,120,0,651,Current
LN00001582,CU00004031,BR006,Education,2022-09-03,289956.39,226956.99,7.57,24,30,637,Delinquent
LN00001583,CU00000243,BR024,Vehicle,2025-06-26,63684.67,38839.65,19.12,12,120,797,Non-performing
LN00001584,CU00002015,BR010,Vehicle,2026-04-22,171383.71,28567.4,17.7,12,0,698,Current
LN00001585,CU00003215,BR008,Vehicle,2021-12-31,1062561.22,501406.17,10.55,36,0,738,Current
LN00001586,CU00002536,BR010,Vehicle,2026-06-21,625980.24,521640.38,8.49,60,0,687,Current
LN00001587,CU00000898,BR005,Home,2026-07-03,1150810.15,680875.33,15.97,120,15,733,Current
LN00001588,CU00002423,BR009,Vehicle,2020-10-27,116489.2,80242.07,10.32,120,0,799,Current
LN00001589,CU00004534,BR007,Vehicle,2024-10-26,1482817.91,813223.85,13.43,36,0,720,Current
LN00001590,CU00000535,BR005,Personal,2025-01-27,128550.84,81149.44,16.44,36,0,672,Current
LN00001591,CU00003802,BR023,Personal,2026-01-07,1255102.52,929412.69,16.65,36,90,679,Non-performing
LN00001592,CU00002295,BR013,Vehicle,2022-05-03,213281.05,201057.87,8.33,24,0,757,Current
LN00001593,CU00001854,BR021,Business,2023-06-24,141100.65,131769.8,9.2,240,0,850,Current
LN00001594,CU00002909,BR012,Home,2022-04-17,243213.33,75323.96,16.76,180,0,690,Current
LN00001595,CU00004346,BR014,Vehicle,2023-02-11,1784847.2,753407.92,11.13,180,0,827,Current
LN00001596,CU00000599,BR007,Vehicle,2021-02-07,164488.7,28129.76,16.1,24,0,807,Current
LN00001597,CU00001614,BR016,Personal,2023-10-13,355798.13,275542.86,8.55,120,0,709,Current
LN00001598,CU00000578,BR020,Personal,2025-04-24,91726.84,15530.18,18.07,60,0,728,Current
LN00001599,CU00000925,BR010,Home,2024-05-24,498111.21,231846.04,7.99,120,15,707,Current
LN00001600,CU00001988,BR002,Business,2023-06-12,368843.72,288104.53,11.82,120,0,805,Current
LN00001601,CU00002137,BR002,Vehicle,2023-01-21,590229.35,504545.76,18.43,240,0,691,Current
LN00001602,CU00003917,BR021,Home,2023-08-15,2703594.38,1889843.39,19.47,60,0,713,Current
LN00001603,CU00002464,BR015,Personal,2023-10-03,133568.02,29889.15,7.83,120,0,632,Current
LN00001604,CU00004976,BR014,Home,2025-06-06,935289.32,422637.18,16.36,120,0,724,Current
LN00001605,CU00001512,BR023,Personal,2025-10-24,2593743.45,1980575.87,13.06,180,0,726,Current
LN00001606,CU00002483,BR014,Personal,2023-04-22,114374.07,23248.02,9.49,36,60,751,Delinquent
LN00001607,CU00000047,BR004,Vehicle,2022-07-17,1007707.46,704912.01,17.9,120,0,733,Current
LN00001608,CU00002590,BR007,Personal,2026-04-11,3730998.91,1981163.87,18.75,60,0,811,Current
LN00001609,CU00003081,BR012,Business,2022-10-20,472819.08,277180.02,18.04,60,0,756,Current
LN00001610,CU00004676,BR001,Home,2024-10-20,273791.56,245639.47,12.39,120,0,678,Current
LN00001611,CU00004700,BR001,Business,2022-11-16,681770.14,301983.68,13.89,180,0,679,Current
LN00001612,CU00000891,BR021,Home,2023-05-20,412986.72,172364.02,11.7,180,0,680,Current
LN00001613,CU00000439,BR007,Home,2024-05-11,2813824.37,2002947.28,17.68,180,0,681,Current
LN00001614,CU00000750,BR008,Education,2023-10-10,173697.87,110556.68,16.78,240,120,603,Non-performing
LN00001615,CU00000899,BR023,Home,2021-01-13,1237181.13,450743.03,13.74,24,15,670,Current
LN00001616,CU00001049,BR002,Vehicle,2025-04-24,162735.95,75864.09,15.41,36,0,738,Current
LN00001617,CU00000717,BR020,Home,2025-10-17,317368.19,228276.31,18.78,180,0,832,Current
LN00001618,CU00001636,BR018,Home,2025-06-23,379114.42,107420.05,15.3,240,60,723,Delinquent
LN00001619,CU00003302,BR014,Personal,2025-05-10,419355.32,400876.92,16.83,24,0,717,Current
LN00001620,CU00004832,BR005,Education,2024-10-26,107838.76,77799.01,15.67,240,0,615,Current
LN00001621,CU00001229,BR017,Vehicle,2023-07-13,1508607.22,985915.31,18.73,24,0,668,Current
LN00001622,CU00004507,BR021,Business,2020-12-19,874185.41,245900.4,8.3,36,0,808,Current
LN00001623,CU00003608,BR023,Home,2022-04-13,1118532.19,617111.54,9.65,36,0,781,Current
LN00001624,CU00003195,BR024,Personal,2024-09-21,1225859.35,923356.92,18.71,60,0,729,Current
LN00001625,CU00000868,BR012,Education,2023-07-23,262464.74,120511.49,16.04,240,0,790,Current
LN00001626,CU00000191,BR020,Vehicle,2023-07-29,794179.51,732683.08,11.01,120,15,807,Current
LN00001627,CU00001240,BR019,Business,2022-02-08,263058.42,208770.85,12.28,240,15,744,Current
LN00001628,CU00003690,BR017,Personal,2026-07-02,329298.46,41288.82,10.56,24,0,754,Current
LN00001629,CU00001159,BR013,Personal,2024-01-10,348017.91,246616.01,9.26,180,30,670,Delinquent
LN00001630,CU00000545,BR002,Personal,2022-06-17,898791.06,187695.74,18.54,12,0,762,Current
LN00001631,CU00004030,BR012,Education,2021-04-23,143547.26,82765.17,15.67,24,0,741,Current
LN00001632,CU00003238,BR011,Education,2022-08-16,581516.56,74811.73,12.59,60,0,761,Current
LN00001633,CU00003283,BR022,Education,2025-09-29,1598323.0,628209.99,13.14,36,0,689,Current
LN00001634,CU00003190,BR020,Vehicle,2026-01-05,424164.84,173564.43,18.95,60,0,674,Current
LN00001635,CU00003969,BR009,Home,2024-12-26,523969.98,391984.84,10.93,12,0,777,Current
LN00001636,CU00000964,BR023,Home,2021-07-29,161439.06,122216.65,10.36,36,0,672,Current
LN00001637,CU00002840,BR016,Personal,2020-10-23,1104450.3,611632.24,11.62,180,0,743,Current
LN00001638,CU00003604,BR010,Home,2021-12-28,1077920.08,386390.73,15.83,24,0,787,Current
LN00001639,CU00002371,BR023,Education,2021-12-23,109408.31,104606.46,13.35,12,0,785,Current
LN00001640,CU00003109,BR023,Business,2021-03-13,536992.72,441899.67,16.83,120,0,824,Current
LN00001641,CU00000729,BR015,Home,2020-11-06,74168.59,68116.74,8.84,240,0,758,Current
LN00001642,CU00001843,BR018,Home,2023-02-28,184295.04,174800.99,17.72,36,0,814,Current
LN00001643,CU00004427,BR020,Home,2021-07-07,1769946.41,1367453.82,9.22,240,0,832,Current
LN00001644,CU00003052,BR012,Personal,2025-01-01,349437.86,130900.11,15.84,24,30,828,Delinquent
LN00001645,CU00004779,BR016,Personal,2021-04-29,160880.37,35612.26,17.01,180,60,792,Delinquent
LN00001646,CU00003773,BR008,Personal,2024-06-17,580011.87,542802.65,10.72,36,0,607,Current
LN00001647,CU00003964,BR012,Home,2020-12-26,1138078.97,326725.76,16.36,60,0,701,Current
LN00001648,CU00001789,BR006,Vehicle,2021-03-04,127103.74,93605.65,11.98,12,0,845,Current
LN00001649,CU00004107,BR007,Vehicle,2021-08-13,276022.07,120702.94,11.11,12,30,705,Delinquent
LN00001650,CU00000862,BR005,Vehicle,2023-07-05,1573329.85,1128141.35,16.13,36,0,755,Current
LN00001651,CU00004203,BR007,Education,2020-10-05,246957.99,50005.82,15.62,36,15,619,Current
LN00001652,CU00002050,BR006,Home,2026-05-09,685153.64,646424.88,14.91,12,0,742,Current
LN00001653,CU00001337,BR023,Education,2022-06-29,83741.15,26622.31,16.36,12,30,760,Delinquent
LN00001654,CU00004677,BR011,Personal,2025-08-14,306463.05,264993.19,17.36,60,0,850,Current
LN00001655,CU00002809,BR019,Personal,2023-08-19,480900.83,289571.91,14.98,240,0,850,Current
LN00001656,CU00001591,BR012,Vehicle,2021-01-03,157121.41,92689.18,13.51,60,30,831,Delinquent
LN00001657,CU00004028,BR020,Vehicle,2021-06-05,185779.08,112710.73,15.29,24,0,731,Current
LN00001658,CU00004125,BR012,Personal,2023-07-08,339662.44,147939.83,7.69,240,0,715,Current
LN00001659,CU00003790,BR013,Business,2024-12-19,321969.85,101352.51,7.78,60,60,759,Delinquent
LN00001660,CU00002828,BR005,Home,2020-10-17,464203.23,353450.92,10.07,240,30,840,Delinquent
LN00001661,CU00002984,BR013,Home,2024-09-04,273284.6,69996.07,8.39,60,0,686,Current
LN00001662,CU00003065,BR023,Home,2021-04-30,1302996.75,170472.36,12.43,120,30,688,Delinquent
LN00001663,CU00001583,BR023,Home,2021-05-25,1277538.73,957124.94,9.06,60,0,663,Current
LN00001664,CU00004024,BR001,Home,2021-02-07,196466.58,141824.12,16.57,180,0,738,Current
LN00001665,CU00003504,BR009,Personal,2023-10-19,1537421.65,818287.46,12.03,240,15,640,Current
LN00001666,CU00004018,BR016,Business,2024-02-28,1291877.24,997638.58,18.89,120,0,767,Current
LN00001667,CU00004425,BR023,Home,2021-08-31,239925.41,165160.56,16.58,120,15,696,Current
LN00001668,CU00000004,BR014,Vehicle,2021-01-02,103251.57,88554.47,18.49,24,0,670,Current
LN00001669,CU00004688,BR003,Business,2024-06-27,521204.65,443452.88,13.67,120,0,723,Current
LN00001670,CU00001658,BR014,Vehicle,2022-11-02,936118.03,182190.07,9.36,240,0,800,Current
LN00001671,CU00002171,BR012,Home,2021-10-19,601999.63,180207.7,16.79,24,0,680,Current
LN00001672,CU00000496,BR021,Business,2023-04-17,1715279.59,1306328.01,8.07,120,90,637,Non-performing
LN00001673,CU00001225,BR019,Vehicle,2023-04-23,327752.02,160649.17,13.94,12,15,681,Current
LN00001674,CU00001328,BR017,Home,2022-03-06,225791.93,31868.82,7.95,36,15,700,Current
LN00001675,CU00000536,BR009,Personal,2020-12-28,466405.06,404230.81,10.95,24,0,748,Current
LN00001676,CU00004683,BR009,Home,2021-01-06,464850.55,61634.71,15.38,36,0,737,Current
LN00001677,CU00000881,BR004,Home,2025-02-09,490749.34,314045.39,16.74,240,0,752,Current
LN00001678,CU00002249,BR008,Business,2026-02-03,1156283.34,563589.69,10.77,240,0,797,Current
LN00001679,CU00003098,BR004,Business,2025-04-03,715204.13,660301.84,17.93,120,0,700,Current
LN00001680,CU00000999,BR017,Personal,2024-04-16,185861.95,128273.59,14.41,36,0,721,Current
LN00001681,CU00000417,BR004,Personal,2023-12-14,896334.68,149698.45,16.68,60,0,751,Current
LN00001682,CU00003903,BR004,Business,2021-10-05,4519483.64,4256976.9,18.23,120,0,712,Current
LN00001683,CU00001220,BR014,Vehicle,2021-05-12,768123.81,147133.13,11.48,60,0,665,Current
LN00001684,CU00000209,BR018,Personal,2025-08-19,367619.04,249121.68,17.84,12,0,769,Current
LN00001685,CU00004280,BR004,Personal,2026-03-22,204152.87,183097.36,8.52,180,0,735,Current
LN00001686,CU00002293,BR004,Vehicle,2025-03-02,357479.61,225244.22,17.54,120,0,742,Current
LN00001687,CU00001763,BR012,Education,2020-09-13,1578186.26,655667.12,13.94,240,0,626,Current
LN00001688,CU00002069,BR001,Personal,2022-06-28,83850.69,74894.42,14.18,24,0,777,Current
LN00001689,CU00002374,BR023,Home,2023-04-13,1374823.47,771699.42,9.33,180,60,718,Delinquent
LN00001690,CU00000361,BR022,Home,2021-06-19,270751.29,180035.89,16.43,180,0,683,Current
LN00001691,CU00003085,BR023,Personal,2023-03-16,150894.7,65677.81,7.99,120,0,640,Current
LN00001692,CU00001532,BR014,Business,2021-07-28,162453.3,27320.9,13.84,120,0,818,Current
LN00001693,CU00003370,BR021,Vehicle,2025-05-13,151923.2,96833.22,16.03,36,0,809,Current
LN00001694,CU00004529,BR008,Vehicle,2024-04-30,1083121.42,639833.75,7.83,12,0,655,Current
LN00001695,CU00001426,BR018,Home,2022-06-10,2621912.5,2497617.26,8.63,36,0,778,Current
LN00001696,CU00003637,BR008,Vehicle,2022-02-01,122830.71,42370.26,15.0,60,0,658,Current
LN00001697,CU00004996,BR016,Personal,2025-09-16,96379.67,60508.14,11.74,180,0,564,Current
LN00001698,CU00001697,BR006,Home,2025-11-04,1703861.88,574533.29,14.48,60,0,792,Current
LN00001699,CU00002616,BR020,Business,2021-03-06,166514.17,27280.0,9.04,60,90,683,Non-performing
LN00001700,CU00003002,BR017,Personal,2021-09-23,292315.73,121262.01,18.34,24,15,850,Current
LN00001701,CU00002169,BR023,Personal,2021-06-17,512420.69,336817.75,16.24,24,0,694,Current
LN00001702,CU00000883,BR021,Personal,2026-02-12,162303.92,116342.68,17.13,12,0,698,Current
LN00001703,CU00003470,BR005,Personal,2021-04-23,1242932.45,503878.58,10.98,120,0,776,Current
LN00001704,CU00003940,BR006,Education,2023-10-15,3258130.73,3123954.55,10.75,60,0,795,Current
LN00001705,CU00000581,BR021,Education,2022-04-08,292067.21,196883.7,12.58,36,0,811,Current
LN00001706,CU00004131,BR003,Home,2026-01-17,268913.72,124693.7,9.8,60,0,690,Current
LN00001707,CU00003020,BR012,Home,2020-12-21,104281.37,65465.45,12.16,60,0,797,Current
LN00001708,CU00003680,BR015,Vehicle,2023-05-02,1149672.4,304858.62,10.02,24,0,745,Current
LN00001709,CU00004161,BR006,Education,2025-11-30,304312.36,255473.38,8.63,24,0,653,Current
LN00001710,CU00001292,BR006,Vehicle,2021-04-01,305265.55,66732.73,13.12,60,0,731,Current
LN00001711,CU00004982,BR016,Home,2021-12-06,1660667.29,1271844.42,19.44,60,0,823,Current
LN00001712,CU00004799,BR006,Personal,2024-11-03,913226.63,720208.46,10.94,36,0,682,Current
LN00001713,CU00001852,BR022,Personal,2024-10-31,1790444.05,778495.17,12.03,60,0,744,Current
LN00001714,CU00004359,BR008,Education,2026-04-10,1139863.96,437346.23,8.87,240,15,800,Current
LN00001715,CU00000090,BR018,Business,2026-04-26,1795963.11,386540.24,8.47,240,0,766,Current
LN00001716,CU00002253,BR006,Home,2023-06-06,929344.12,800464.57,14.46,180,0,824,Current
LN00001717,CU00004835,BR011,Business,2021-06-13,639160.43,210638.04,14.85,180,0,707,Current
LN00001718,CU00001577,BR021,Education,2024-08-11,3834452.38,991806.08,19.44,12,0,744,Current
LN00001719,CU00003515,BR004,Education,2024-10-07,2683079.48,1670812.27,14.8,180,0,642,Current
LN00001720,CU00001244,BR016,Personal,2024-07-06,109598.83,27554.6,11.72,60,15,850,Current
LN00001721,CU00001760,BR012,Vehicle,2022-10-22,407482.83,70191.31,19.43,180,0,805,Current
LN00001722,CU00003927,BR018,Personal,2023-02-10,256415.98,102506.76,17.13,60,0,846,Current
LN00001723,CU00003287,BR016,Personal,2022-05-03,280369.64,71887.17,15.88,24,0,676,Current
LN00001724,CU00001301,BR018,Home,2021-06-30,488685.21,292341.7,13.19,12,15,627,Current
LN00001725,CU00003088,BR006,Home,2025-09-10,132521.66,19815.86,17.04,12,0,850,Current
LN00001726,CU00002432,BR014,Home,2024-06-18,173196.99,86003.09,7.67,36,15,673,Current
LN00001727,CU00003245,BR014,Education,2023-02-23,58972.2,14218.52,11.01,24,0,747,Current
LN00001728,CU00004123,BR012,Business,2023-01-06,235889.49,39680.28,7.64,24,0,761,Current
LN00001729,CU00003721,BR014,Education,2022-05-22,263152.83,174562.86,15.16,36,0,758,Current
LN00001730,CU00004840,BR014,Home,2022-07-22,171411.14,80355.08,13.77,36,0,753,Current
LN00001731,CU00004769,BR007,Personal,2022-09-28,50000.0,22593.07,10.39,180,15,621,Current
LN00001732,CU00003436,BR013,Home,2021-09-15,115308.2,53776.95,19.28,240,60,696,Delinquent
LN00001733,CU00001534,BR008,Home,2026-04-05,606961.64,237515.78,16.63,60,0,658,Current
LN00001734,CU00001457,BR006,Business,2024-12-30,802695.11,347355.25,8.23,60,0,739,Current
LN00001735,CU00001373,BR011,Business,2025-12-21,453447.01,394529.98,13.29,120,0,788,Current
LN00001736,CU00003942,BR001,Vehicle,2024-02-10,980376.48,627865.14,7.79,24,0,662,Current
LN00001737,CU00001182,BR002,Business,2024-12-03,172413.73,153820.72,18.01,36,0,794,Current
LN00001738,CU00004535,BR016,Home,2025-08-03,181088.23,85611.36,14.61,24,15,588,Current
LN00001739,CU00000960,BR001,Vehicle,2021-08-11,1127702.31,800284.98,14.5,24,0,617,Current
LN00001740,CU00000972,BR016,Home,2022-11-21,192782.72,79943.72,9.86,180,60,726,Delinquent
LN00001741,CU00000696,BR012,Education,2021-05-11,347474.4,282541.72,15.58,120,60,741,Delinquent
LN00001742,CU00003400,BR018,Home,2025-09-19,429687.77,325813.06,16.76,120,0,697,Current
LN00001743,CU00002864,BR022,Home,2020-09-15,743656.71,130978.85,13.99,24,15,788,Current
LN00001744,CU00000054,BR011,Personal,2025-07-28,640831.63,219204.98,13.3,240,0,696,Current
LN00001745,CU00004783,BR002,Home,2021-04-15,3081628.87,607151.98,10.49,120,15,797,Current
LN00001746,CU00004073,BR004,Personal,2021-08-30,1679015.24,805479.26,14.18,12,0,796,Current
LN00001747,CU00004643,BR004,Vehicle,2024-04-15,273021.08,238158.52,15.9,12,0,850,Current
LN00001748,CU00000587,BR013,Vehicle,2024-04-22,249848.76,170780.56,12.1,36,0,712,Current
LN00001749,CU00000878,BR011,Home,2024-12-01,319823.03,64942.43,18.76,180,0,734,Current
LN00001750,CU00003122,BR004,Personal,2021-12-26,1294494.41,339303.01,14.69,36,15,593,Current
LN00001751,CU00000139,BR017,Vehicle,2020-10-14,496071.84,219861.42,16.63,12,0,632,Current
LN00001752,CU00001825,BR022,Home,2023-04-25,440086.18,82662.95,15.64,180,0,668,Current
LN00001753,CU00003056,BR019,Education,2021-12-15,386949.27,99047.59,17.13,12,0,843,Current
LN00001754,CU00002836,BR024,Business,2021-04-04,474237.03,136868.13,17.44,12,15,676,Current
LN00001755,CU00004010,BR005,Vehicle,2022-12-22,505366.42,204104.01,19.03,120,0,714,Current
LN00001756,CU00002548,BR016,Personal,2022-11-19,827422.1,278440.91,16.74,120,0,690,Current
LN00001757,CU00000449,BR012,Business,2024-10-10,966269.87,486140.45,18.95,60,0,621,Current
LN00001758,CU00005000,BR002,Vehicle,2021-07-23,587949.23,243365.41,18.92,180,30,760,Delinquent
LN00001759,CU00003166,BR001,Personal,2025-11-12,772368.62,704170.61,16.25,180,0,577,Current
LN00001760,CU00003488,BR018,Home,2023-10-24,176845.48,101257.84,11.97,36,15,682,Current
LN00001761,CU00000813,BR019,Business,2023-04-05,453675.62,76825.17,11.84,36,0,745,Current
LN00001762,CU00003830,BR001,Home,2021-12-16,1470035.33,435931.16,14.76,24,0,740,Current
LN00001763,CU00004554,BR002,Home,2024-07-03,846063.59,704806.58,19.28,120,0,751,Current
LN00001764,CU00001521,BR022,Home,2022-04-08,784182.89,178153.38,8.43,24,15,812,Current
LN00001765,CU00004431,BR022,Business,2022-12-13,433233.97,385394.19,17.21,180,0,783,Current
LN00001766,CU00000948,BR013,Personal,2025-06-26,86860.62,45061.88,16.84,36,0,826,Current
LN00001767,CU00000512,BR006,Home,2023-04-28,192074.28,31144.47,14.84,240,0,771,Current
LN00001768,CU00001038,BR015,Home,2021-05-19,631054.96,329009.52,16.94,240,15,728,Current
LN00001769,CU00003866,BR017,Personal,2023-12-03,139464.03,124076.21,9.51,120,0,796,Current
LN00001770,CU00002509,BR020,Education,2025-08-05,635863.53,181375.26,8.48,240,0,777,Current
LN00001771,CU00003759,BR005,Personal,2026-04-11,605375.04,208089.83,10.11,240,15,708,Current
LN00001772,CU00001968,BR017,Home,2024-06-20,794374.85,223421.14,10.88,12,0,755,Current
LN00001773,CU00002220,BR011,Personal,2023-01-19,86218.74,13710.34,14.14,24,0,726,Current
LN00001774,CU00001221,BR024,Business,2022-10-31,304473.13,139547.66,9.41,36,0,803,Current
LN00001775,CU00000563,BR002,Home,2023-06-27,99921.49,76393.92,17.69,120,0,710,Current
LN00001776,CU00000336,BR009,Personal,2020-08-30,907195.91,444564.89,14.47,240,0,668,Current
LN00001777,CU00001827,BR006,Vehicle,2024-04-20,1259904.96,1058192.43,19.38,180,90,840,Non-performing
LN00001778,CU00000077,BR007,Home,2026-02-07,632019.58,341109.27,17.58,36,0,785,Current
LN00001779,CU00004038,BR018,Home,2023-07-20,328443.39,54322.74,18.48,240,0,717,Current
LN00001780,CU00004494,BR008,Business,2024-06-15,571032.42,114141.28,13.08,120,0,698,Current
LN00001781,CU00003153,BR015,Personal,2025-12-13,1373482.42,395788.91,8.92,180,120,809,Non-performing
LN00001782,CU00003567,BR017,Business,2024-12-08,2574552.02,935598.66,14.64,180,0,788,Current
LN00001783,CU00003959,BR004,Home,2022-02-20,198039.52,96868.53,12.1,180,15,634,Current
LN00001784,CU00004102,BR015,Business,2021-02-14,1852165.51,1435016.71,13.26,36,0,733,Current
LN00001785,CU00002695,BR020,Education,2025-10-12,370220.06,318891.62,17.26,120,0,780,Current
LN00001786,CU00002811,BR013,Personal,2022-01-26,880655.33,373502.4,12.82,180,15,660,Current
LN00001787,CU00001432,BR017,Vehicle,2022-01-03,373185.86,307537.97,12.63,60,0,744,Current
LN00001788,CU00004323,BR013,Personal,2023-08-21,753885.98,700010.86,14.27,12,0,683,Current
LN00001789,CU00001059,BR012,Personal,2026-05-16,346974.07,201342.04,13.83,24,0,736,Current
LN00001790,CU00003159,BR013,Education,2025-02-13,1272931.13,885360.85,13.92,36,0,686,Current
LN00001791,CU00003482,BR017,Business,2020-11-16,291507.77,77843.87,17.54,180,0,699,Current
LN00001792,CU00000084,BR010,Home,2023-10-02,196672.2,168861.51,8.38,180,0,850,Current
LN00001793,CU00004833,BR002,Personal,2021-11-24,341926.71,136760.39,11.83,60,0,746,Current
LN00001794,CU00001236,BR024,Personal,2024-09-07,284743.58,58583.23,12.09,240,60,731,Delinquent
LN00001795,CU00003772,BR005,Vehicle,2021-10-06,386462.68,119887.79,16.49,12,120,723,Non-performing
LN00001796,CU00000436,BR018,Business,2020-12-09,400713.38,99109.44,8.64,120,15,705,Current
LN00001797,CU00004402,BR008,Personal,2025-04-06,84153.89,12384.37,10.76,24,0,719,Current
LN00001798,CU00000652,BR019,Home,2026-06-01,1049953.95,591479.8,15.11,120,0,717,Current
LN00001799,CU00002397,BR006,Vehicle,2026-03-26,914147.38,465816.06,9.25,24,0,646,Current
LN00001800,CU00004691,BR005,Personal,2024-04-06,750519.75,690201.29,15.18,24,0,689,Current
LN00001801,CU00000828,BR009,Personal,2024-11-29,707854.57,566839.42,9.48,240,0,821,Current
LN00001802,CU00003601,BR005,Personal,2021-03-09,103673.21,18847.63,8.26,240,30,716,Delinquent
LN00001803,CU00002741,BR009,Personal,2023-04-09,69286.73,30485.68,11.51,180,0,750,Current
LN00001804,CU00002917,BR008,Home,2023-04-27,93470.23,76212.01,15.12,24,0,790,Current
LN00001805,CU00001598,BR007,Education,2024-05-14,2830773.61,1302473.53,15.35,60,60,759,Delinquent
LN00001806,CU00001908,BR010,Personal,2025-08-01,1165228.14,557295.95,7.95,240,0,776,Current
LN00001807,CU00004251,BR003,Business,2023-06-05,129775.84,85966.26,18.57,120,0,736,Current
LN00001808,CU00002635,BR014,Business,2026-05-17,571100.11,155744.39,13.02,60,0,762,Current
LN00001809,CU00004806,BR006,Personal,2025-10-22,50004.46,15452.01,13.55,24,0,774,Current
LN00001810,CU00003599,BR014,Vehicle,2020-10-07,2509685.29,2313046.36,16.51,240,0,719,Current
LN00001811,CU00002805,BR007,Home,2022-11-01,212659.61,37121.6,11.58,12,30,705,Delinquent
LN00001812,CU00003636,BR024,Personal,2022-08-14,294583.77,267576.43,11.16,12,0,654,Current
LN00001813,CU00004491,BR004,Business,2026-05-15,1715458.54,291084.12,7.91,12,0,700,Current
LN00001814,CU00003828,BR014,Vehicle,2023-12-25,352805.24,83335.89,16.93,36,0,677,Current
LN00001815,CU00001219,BR017,Business,2025-11-21,1311352.48,480264.02,14.11,120,0,726,Current
LN00001816,CU00002582,BR001,Home,2024-07-15,578200.17,157496.52,8.45,12,0,791,Current
LN00001817,CU00003513,BR011,Vehicle,2021-06-22,100743.49,84493.81,8.99,24,15,776,Current
LN00001818,CU00003654,BR020,Personal,2023-07-08,178647.4,156698.15,18.16,36,0,679,Current
LN00001819,CU00004048,BR021,Personal,2022-06-01,62645.63,29271.36,11.47,120,30,742,Delinquent
LN00001820,CU00004171,BR018,Home,2023-06-07,209498.13,33286.56,9.74,120,0,701,Current
LN00001821,CU00004834,BR010,Home,2021-11-03,1251995.67,622278.56,12.11,120,0,680,Current
LN00001822,CU00001972,BR020,Vehicle,2023-12-14,106814.7,60859.5,15.92,240,30,782,Delinquent
LN00001823,CU00003410,BR017,Education,2023-12-16,242450.71,58346.65,12.34,120,60,775,Delinquent
LN00001824,CU00004177,BR021,Vehicle,2020-10-27,66754.79,21860.95,8.57,120,0,748,Current
LN00001825,CU00001091,BR018,Personal,2022-12-09,591124.32,407909.75,15.94,60,0,785,Current
LN00001826,CU00003570,BR019,Home,2021-03-20,50000.0,25827.95,7.85,240,15,779,Current
LN00001827,CU00004255,BR024,Education,2025-10-26,96929.28,38618.81,13.75,240,0,760,Current
LN00001828,CU00000855,BR016,Business,2024-02-11,225707.49,148173.83,17.49,180,60,743,Delinquent
LN00001829,CU00001004,BR004,Vehicle,2023-10-14,147440.94,37451.92,9.12,24,30,745,Delinquent
LN00001830,CU00003026,BR006,Personal,2024-04-28,834924.36,650731.12,8.85,36,60,815,Delinquent
LN00001831,CU00003974,BR018,Personal,2023-03-23,193416.28,183322.85,16.6,12,0,702,Current
LN00001832,CU00000046,BR002,Home,2023-07-27,73671.84,45056.69,19.14,240,0,749,Current
LN00001833,CU00002449,BR007,Home,2022-05-18,98743.39,94604.73,9.15,180,0,691,Current
LN00001834,CU00000473,BR012,Business,2024-11-29,2269666.91,1139102.68,11.15,120,0,757,Current
LN00001835,CU00001185,BR021,Home,2021-04-24,164063.71,89326.92,17.06,120,0,645,Current
LN00001836,CU00004784,BR015,Personal,2022-03-27,52551.6,43346.77,8.54,60,0,590,Current
LN00001837,CU00001892,BR017,Vehicle,2025-06-15,521041.91,437800.71,8.45,36,0,736,Current
LN00001838,CU00003362,BR001,Personal,2021-11-19,797271.84,160111.61,10.86,120,15,768,Current
LN00001839,CU00004275,BR017,Vehicle,2021-09-29,683594.29,415781.45,12.63,240,0,756,Current
LN00001840,CU00002895,BR006,Personal,2022-08-26,382638.51,111323.94,19.49,24,0,808,Current
LN00001841,CU00003308,BR007,Personal,2025-01-14,243329.65,76340.02,14.23,60,30,722,Delinquent
LN00001842,CU00001445,BR020,Home,2026-03-12,2529105.41,1565096.76,9.82,60,0,576,Current
LN00001843,CU00001603,BR005,Home,2021-07-11,328379.01,62782.71,15.1,60,0,750,Current
LN00001844,CU00004183,BR003,Home,2022-07-01,1162379.75,168289.74,17.73,60,30,709,Delinquent
LN00001845,CU00004449,BR001,Personal,2021-01-24,513801.87,275462.99,11.34,180,15,809,Current
LN00001846,CU00002804,BR022,Vehicle,2023-10-14,634460.88,151712.15,18.14,36,15,700,Current
LN00001847,CU00002866,BR006,Education,2023-09-12,172601.73,68361.88,11.43,120,0,683,Current
LN00001848,CU00003379,BR009,Personal,2024-07-03,633960.95,264070.55,8.31,240,0,748,Current
LN00001849,CU00001996,BR016,Home,2024-02-08,2351037.52,2063122.04,9.93,120,0,625,Current
LN00001850,CU00002747,BR005,Vehicle,2021-11-30,548890.47,297631.74,8.97,240,60,725,Delinquent
LN00001851,CU00001766,BR015,Education,2025-11-08,1068731.54,593898.34,17.09,240,0,723,Current
LN00001852,CU00002719,BR015,Business,2022-07-28,1108736.5,1002669.06,16.38,60,30,672,Delinquent
LN00001853,CU00002102,BR017,Personal,2021-04-05,1617331.43,1042134.07,16.42,240,0,680,Current
LN00001854,CU00004613,BR023,Education,2022-02-11,128063.98,119132.9,14.72,180,0,741,Current
LN00001855,CU00003613,BR021,Education,2026-03-06,1330225.01,1218582.57,10.85,180,0,746,Current
