balance_snapshot_id,snapshot_date,account_id,ending_balance
BS0000055876,2026-05-31,AC00000684,7086.79
BS0000055877,2026-05-31,AC00000685,2762.12
BS0000055878,2026-05-31,AC00000686,13671.1
BS0000055879,2026-05-31,AC00000687,10127.32
BS0000055880,2026-05-31,AC00000688,326541.0
BS0000055881,2026-05-31,AC00000689,9001.34
BS0000055882,2026-05-31,AC00000690,134226.96
BS0000055883,2026-05-31,AC00000691,32099.72
BS0000055884,2026-05-31,AC00000692,19599.58
BS0000055885,2026-05-31,AC00000693,30331.12
BS0000055886,2026-05-31,AC00000694,68459.7
BS0000055887,2026-05-31,AC00000695,53168.85
BS0000055888,2026-05-31,AC00000696,42280.84
BS0000055889,2026-05-31,AC00000697,29378.3
BS0000055890,2026-05-31,AC00000698,9199.99
BS0000055891,2026-05-31,AC00000699,28122.8
BS0000055892,2026-05-31,AC00000700,9915.69
BS0000055893,2026-05-31,AC00000701,25466.6
BS0000055894,2026-05-31,AC00000702,422558.25
BS0000055895,2026-05-31,AC00000703,28217.99
BS0000055896,2026-05-31,AC00000704,15881.92
BS0000055897,2026-05-31,AC00000705,12176.94
BS0000055898,2026-05-31,AC00000706,10881.19
BS0000055899,2026-05-31,AC00000707,14155.62
BS0000055900,2026-05-31,AC00000708,49349.32
BS0000055901,2026-05-31,AC00000709,5310.64
BS0000055902,2026-05-31,AC00000710,11197.75
BS0000055903,2026-05-31,AC00000711,12417.4
BS0000055904,2026-05-31,AC00000712,480532.41
BS0000055905,2026-05-31,AC00000713,52158.59
BS0000055906,2026-05-31,AC00000714,847495.75
BS0000055907,2026-05-31,AC00000715,55947.32
BS0000055908,2026-05-31,AC00000716,61978.0
BS0000055909,2026-05-31,AC00000717,39766.13
BS0000055910,2026-05-31,AC00000718,7630.35
BS0000055911,2026-05-31,AC00000719,20901.81
BS0000055912,2026-05-31,AC00000720,4282.02
BS0000055913,2026-05-31,AC00000721,71209.02
BS0000055914,2026-05-31,AC00000722,18521.15
BS0000055915,2026-05-31,AC00000723,9803.64
BS0000055916,2026-05-31,AC00000724,209840.41
BS0000055917,2026-05-31,AC00000725,3953.75
BS0000055918,2026-05-31,AC00000726,189172.93
BS0000055919,2026-05-31,AC00000727,34096.63
BS0000055920,2026-05-31,AC00000728,197538.85
BS0000055921,2026-05-31,AC00000729,10372.2
BS0000055922,2026-05-31,AC00000730,165299.28
BS0000055923,2026-05-31,AC00000731,60953.89
BS0000055924,2026-05-31,AC00000732,305004.88
BS0000055925,2026-05-31,AC00000733,8037.67
BS0000055926,2026-05-31,AC00000734,290867.49
BS0000055927,2026-05-31,AC00000735,105392.12
BS0000055928,2026-05-31,AC00000736,36554.84
BS0000055929,2026-05-31,AC00000737,56031.06
BS0000055930,2026-05-31,AC00000738,82125.78
BS0000055931,2026-05-31,AC00000739,19814.63
BS0000055932,2026-05-31,AC00000740,48605.37
BS0000055933,2026-05-31,AC00000741,4420.62
BS0000055934,2026-05-31,AC00000742,40330.69
BS0000055935,2026-05-31,AC00000743,4276.68
BS0000055936,2026-05-31,AC00000744,78651.34
BS0000055937,2026-05-31,AC00000745,27071.34
BS0000055938,2026-05-31,AC00000746,420766.2
BS0000055939,2026-05-31,AC00000747,7027.87
BS0000055940,2026-05-31,AC00000748,494021.71
BS0000055941,2026-05-31,AC00000749,9163.11
BS0000055942,2026-05-31,AC00000750,6575.06
BS0000055943,2026-05-31,AC00000751,44920.44
BS0000055944,2026-05-31,AC00000752,9327.11
BS0000055945,2026-05-31,AC00000753,21564.06
BS0000055946,2026-05-31,AC00000754,104104.48
BS0000055947,2026-05-31,AC00000755,46631.28
BS0000055948,2026-05-31,AC00000756,100681.51
BS0000055949,2026-05-31,AC00000757,83522.92
BS0000055950,2026-05-31,AC00000758,2601.57
BS0000055951,2026-05-31,AC00000759,40729.22
BS0000055952,2026-05-31,AC00000760,33691.37
BS0000055953,2026-05-31,AC00000761,672.67
BS0000055954,2026-05-31,AC00000762,109228.91
BS0000055955,2026-05-31,AC00000763,6906.59
BS0000055956,2026-05-31,AC00000764,49073.96
BS0000055957,2026-05-31,AC00000765,43914.0
BS0000055958,2026-05-31,AC00000766,127984.99
BS0000055959,2026-05-31,AC00000767,33079.42
BS0000055960,2026-05-31,AC00000768,6243.72
BS0000055961,2026-05-31,AC00000769,39959.65
BS0000055962,2026-05-31,AC00000770,194285.74
BS0000055963,2026-05-31,AC00000771,13730.62
BS0000055964,2026-05-31,AC00000772,12147.79
BS0000055965,2026-05-31,AC00000773,48081.57
BS0000055966,2026-05-31,AC00000774,71003.91
BS0000055967,2026-05-31,AC00000775,16438.95
BS0000055968,2026-05-31,AC00000776,26590.56
BS0000055969,2026-05-31,AC00000777,48084.1
BS0000055970,2026-05-31,AC00000778,31723.13
BS0000055971,2026-05-31,AC00000779,29047.69
BS0000055972,2026-05-31,AC00000780,76280.6
BS0000055973,2026-05-31,AC00000781,24933.58
BS0000055974,2026-05-31,AC00000782,7302.99
BS0000055975,2026-05-31,AC00000783,6382.14
BS0000055976,2026-05-31,AC00000784,587036.98
BS0000055977,2026-05-31,AC00000785,18258.04
BS0000055978,2026-05-31,AC00000786,34992.73
BS0000055979,2026-05-31,AC00000787,32043.58
BS0000055980,2026-05-31,AC00000788,125883.49
BS0000055981,2026-05-31,AC00000789,3601.77
BS0000055982,2026-05-31,AC00000790,44889.46
BS0000055983,2026-05-31,AC00000791,37226.04
BS0000055984,2026-05-31,AC00000792,9380.24
BS0000055985,2026-05-31,AC00000793,3200.05
BS0000055986,2026-05-31,AC00000794,1932.53
BS0000055987,2026-05-31,AC00000795,7014.97
BS0000055988,2026-05-31,AC00000796,5715.28
BS0000055989,2026-05-31,AC00000797,154187.4
BS0000055990,2026-05-31,AC00000798,5904.48
BS0000055991,2026-05-31,AC00000799,4361.57
BS0000055992,2026-05-31,AC00000800,4525.17
BS0000055993,2026-05-31,AC00000801,277247.45
BS0000055994,2026-05-31,AC00000802,8250.75
BS0000055995,2026-05-31,AC00000803,26829.72
BS0000055996,2026-05-31,AC00000804,19235.37
BS0000055997,2026-05-31,AC00000805,13527.95
BS0000055998,2026-05-31,AC00000806,588266.62
BS0000055999,2026-05-31,AC00000807,10732.1
BS0000056000,2026-05-31,AC00000808,51101.09
BS0000056001,2026-05-31,AC00000809,103724.23
BS0000056002,2026-05-31,AC00000810,23696.84
BS0000056003,2026-05-31,AC00000811,320095.97
BS0000056004,2026-05-31,AC00000812,10305.98
BS0000056005,2026-05-31,AC00000813,2060.2
BS0000056006,2026-05-31,AC00000814,42518.21
BS0000056007,2026-05-31,AC00000815,24954.7
BS0000056008,2026-05-31,AC00000816,5050.62
BS0000056009,2026-05-31,AC00000817,7253.13
BS0000056010,2026-05-31,AC00000818,6828.67
BS0000056011,2026-05-31,AC00000819,71911.49
BS0000056012,2026-05-31,AC00000820,93049.18
BS0000056013,2026-05-31,AC00000821,4460.18
BS0000056014,2026-05-31,AC00000822,65204.17
BS0000056015,2026-05-31,AC00000823,21277.79
BS0000056016,2026-05-31,AC00000824,21584.93
BS0000056017,2026-05-31,AC00000825,30490.47
BS0000056018,2026-05-31,AC00000826,41431.26
BS0000056019,2026-05-31,AC00000827,25814.82
BS0000056020,2026-05-31,AC00000828,5470.46
BS0000056021,2026-05-31,AC00000829,2941.87
BS0000056022,2026-05-31,AC00000830,5220.94
BS0000056023,2026-05-31,AC00000831,173528.27
BS0000056024,2026-05-31,AC00000832,11120.81
BS0000056025,2026-05-31,AC00000833,47196.95
BS0000056026,2026-05-31,AC00000834,34402.18
BS0000056027,2026-05-31,AC00000835,37624.79
BS0000056028,2026-05-31,AC00000836,10595.75
BS0000056029,2026-05-31,AC00000837,46785.26
BS0000056030,2026-05-31,AC00000838,20106.15
BS0000056031,2026-05-31,AC00000839,269805.73
BS0000056032,2026-05-31,AC00000840,72305.5
BS0000056033,2026-05-31,AC00000841,61255.66
BS0000056034,2026-05-31,AC00000842,90972.36
BS0000056035,2026-05-31,AC00000843,12649.3
BS0000056036,2026-05-31,AC00000844,15202.98
BS0000056037,2026-05-31,AC00000845,195528.35
BS0000056038,2026-05-31,AC00000846,31664.52
BS0000056039,2026-05-31,AC00000847,13123.86
BS0000056040,2026-05-31,AC00000848,29359.6
BS0000056041,2026-05-31,AC00000849,58252.73
BS0000056042,2026-05-31,AC00000850,4743.29
BS0000056043,2026-05-31,AC00000851,6038.77
BS0000056044,2026-05-31,AC00000852,5374.76
BS0000056045,2026-05-31,AC00000853,4524.67
BS0000056046,2026-05-31,AC00000854,197426.6
BS0000056047,2026-05-31,AC00000855,36177.85
BS0000056048,2026-05-31,AC00000856,59904.46
BS0000056049,2026-05-31,AC00000857,3837.2
BS0000056050,2026-05-31,AC00000858,337361.77
BS0000056051,2026-05-31,AC00000859,29720.23
BS0000056052,2026-05-31,AC00000860,2187.13
BS0000056053,2026-05-31,AC00000861,26591.14
BS0000056054,2026-05-31,AC00000862,38770.37
BS0000056055,2026-05-31,AC00000863,9490.48
BS0000056056,2026-05-31,AC00000864,115728.64
BS0000056057,2026-05-31,AC00000865,14647.13
BS0000056058,2026-05-31,AC00000866,249650.17
BS0000056059,2026-05-31,AC00000867,271756.71
BS0000056060,2026-05-31,AC00000868,20416.69
BS0000056061,2026-05-31,AC00000869,157284.1
BS0000056062,2026-05-31,AC00000870,2258.71
BS0000056063,2026-05-31,AC00000871,149674.4
BS0000056064,2026-05-31,AC00000872,10637.22
BS0000056065,2026-05-31,AC00000873,264489.63
BS0000056066,2026-05-31,AC00000874,64780.79
BS0000056067,2026-05-31,AC00000875,17330.47
BS0000056068,2026-05-31,AC00000876,171685.34
BS0000056069,2026-05-31,AC00000877,284261.84
BS0000056070,2026-05-31,AC00000878,243384.48
BS0000056071,2026-05-31,AC00000879,7425.48
BS0000056072,2026-05-31,AC00000880,8682.51
BS0000056073,2026-05-31,AC00000881,33589.86
BS0000056074,2026-05-31,AC00000882,72720.46
BS0000056075,2026-05-31,AC00000883,40109.38
BS0000056076,2026-05-31,AC00000884,40783.73
BS0000056077,2026-05-31,AC00000885,58395.86
BS0000056078,2026-05-31,AC00000886,61482.41
BS0000056079,2026-05-31,AC00000887,653490.67
BS0000056080,2026-05-31,AC00000888,37267.66
BS0000056081,2026-05-31,AC00000889,3904.31
BS0000056082,2026-05-31,AC00000890,16328.74
BS0000056083,2026-05-31,AC00000891,27859.83
BS0000056084,2026-05-31,AC00000892,21071.81
BS0000056085,2026-05-31,AC00000893,4659.91
BS0000056086,2026-05-31,AC00000894,30060.93
BS0000056087,2026-05-31,AC00000895,12503.46
BS0000056088,2026-05-31,AC00000896,74795.58
BS0000056089,2026-05-31,AC00000897,9669.99
BS0000056090,2026-05-31,AC00000898,14159.89
BS0000056091,2026-05-31,AC00000899,55122.29
BS0000056092,2026-05-31,AC00000900,40791.93
BS0000056093,2026-05-31,AC00000901,38003.85
BS0000056094,2026-05-31,AC00000902,8411.84
BS0000056095,2026-05-31,AC00000903,26393.75
BS0000056096,2026-05-31,AC00000904,63875.17
BS0000056097,2026-05-31,AC00000905,45723.73
BS0000056098,2026-05-31,AC00000906,179688.49
BS0000056099,2026-05-31,AC00000907,538346.84
BS0000056100,2026-05-31,AC00000908,6189.31
BS0000056101,2026-05-31,AC00000909,153206.35
BS0000056102,2026-05-31,AC00000910,15589.39
BS0000056103,2026-05-31,AC00000911,53085.5
BS0000056104,2026-05-31,AC00000912,58515.48
BS0000056105,2026-05-31,AC00000913,11119.99
BS0000056106,2026-05-31,AC00000914,11192.0
BS0000056107,2026-05-31,AC00000915,17729.36
BS0000056108,2026-05-31,AC00000916,9740.21
BS0000056109,2026-05-31,AC00000917,121050.59
BS0000056110,2026-05-31,AC00000918,33372.42
BS0000056111,2026-05-31,AC00000919,13690.41
BS0000056112,2026-05-31,AC00000920,97267.89
BS0000056113,2026-05-31,AC00000921,154199.94
BS0000056114,2026-05-31,AC00000922,25327.0
BS0000056115,2026-05-31,AC00000923,8730.54
BS0000056116,2026-05-31,AC00000924,138432.2
BS0000056117,2026-05-31,AC00000925,63133.11
BS0000056118,2026-05-31,AC00000926,74277.75
BS0000056119,2026-05-31,AC00000927,49899.67
BS0000056120,2026-05-31,AC00000928,19464.23
BS0000056121,2026-05-31,AC00000929,14520.68
BS0000056122,2026-05-31,AC00000930,31993.4
BS0000056123,2026-05-31,AC00000931,49233.07
BS0000056124,2026-05-31,AC00000932,76635.53
BS0000056125,2026-05-31,AC00000933,9011.87
BS0000056126,2026-05-31,AC00000934,503078.46
BS0000056127,2026-05-31,AC00000935,41694.65
BS0000056128,2026-05-31,AC00000936,34973.98
BS0000056129,2026-05-31,AC00000937,25534.0
BS0000056130,2026-05-31,AC00000938,71327.36
BS0000056131,2026-05-31,AC00000939,18068.01
BS0000056132,2026-05-31,AC00000940,19474.84
BS0000056133,2026-05-31,AC00000941,59826.25
BS0000056134,2026-05-31,AC00000942,434562.37
BS0000056135,2026-05-31,AC00000943,26931.32
BS0000056136,2026-05-31,AC00000944,67962.24
BS0000056137,2026-05-31,AC00000945,3562.4
BS0000056138,2026-05-31,AC00000946,9948.93
BS0000056139,2026-05-31,AC00000947,17940.69
BS0000056140,2026-05-31,AC00000948,40808.18
BS0000056141,2026-05-31,AC00000949,43723.27
BS0000056142,2026-05-31,AC00000950,34369.64
BS0000056143,2026-05-31,AC00000951,66456.14
BS0000056144,2026-05-31,AC00000952,60460.27
BS0000056145,2026-05-31,AC00000953,33130.55
BS0000056146,2026-05-31,AC00000954,146945.42
BS0000056147,2026-05-31,AC00000955,57214.31
BS0000056148,2026-05-31,AC00000956,167776.88
BS0000056149,2026-05-31,AC00000957,85766.34
BS0000056150,2026-05-31,AC00000958,31048.88
BS0000056151,2026-05-31,AC00000959,437668.15
BS0000056152,2026-05-31,AC00000960,77325.2
BS0000056153,2026-05-31,AC00000961,6737.64
BS0000056154,2026-05-31,AC00000962,7592.21
BS0000056155,2026-05-31,AC00000963,71264.94
BS0000056156,2026-05-31,AC00000964,428379.76
BS0000056157,2026-05-31,AC00000965,584514.24
BS0000056158,2026-05-31,AC00000966,6154.16
BS0000056159,2026-05-31,AC00000967,43620.6
BS0000056160,2026-05-31,AC00000968,34314.79
BS0000056161,2026-05-31,AC00000969,227825.44
BS0000056162,2026-05-31,AC00000970,48927.29
BS0000056163,2026-05-31,AC00000971,153117.58
BS0000056164,2026-05-31,AC00000972,183967.15
BS0000056165,2026-05-31,AC00000973,6945.7
BS0000056166,2026-05-31,AC00000974,38740.68
BS0000056167,2026-05-31,AC00000975,5715.74
BS0000056168,2026-05-31,AC00000976,52585.09
BS0000056169,2026-05-31,AC00000977,15227.26
BS0000056170,2026-05-31,AC00000978,63810.91
BS0000056171,2026-05-31,AC00000979,21208.1
BS0000056172,2026-05-31,AC00000980,16772.53
BS0000056173,2026-05-31,AC00000981,24852.2
BS0000056174,2026-05-31,AC00000982,324133.11
BS0000056175,2026-05-31,AC00000983,98604.76
BS0000056176,2026-05-31,AC00000984,2558.29
BS0000056177,2026-05-31,AC00000985,31055.81
BS0000056178,2026-05-31,AC00000986,28463.0
BS0000056179,2026-05-31,AC00000987,33910.66
BS0000056180,2026-05-31,AC00000988,87820.4
BS0000056181,2026-05-31,AC00000989,11987.58
BS0000056182,2026-05-31,AC00000990,5824.9
BS0000056183,2026-05-31,AC00000991,14187.87
BS0000056184,2026-05-31,AC00000992,150635.58
BS0000056185,2026-05-31,AC00000993,9760.9
BS0000056186,2026-05-31,AC00000994,10785.95
BS0000056187,2026-05-31,AC00000995,16987.12
BS0000056188,2026-05-31,AC00000996,3921.72
BS0000056189,2026-05-31,AC00000997,31382.5
BS0000056190,2026-05-31,AC00000998,11167.33
BS0000056191,2026-05-31,AC00000999,70483.88
BS0000056192,2026-05-31,AC00001000,30339.16
BS0000056193,2026-05-31,AC00001001,31028.92
BS0000056194,2026-05-31,AC00001002,161082.79
BS0000056195,2026-05-31,AC00001003,9595.37
BS0000056196,2026-05-31,AC00001004,24844.5
BS0000056197,2026-05-31,AC00001005,37802.87
BS0000056198,2026-05-31,AC00001006,347654.46
BS0000056199,2026-05-31,AC00001007,12921.74
BS0000056200,2026-05-31,AC00001008,291029.78
BS0000056201,2026-05-31,AC00001009,14221.64
BS0000056202,2026-05-31,AC00001010,93790.39
BS0000056203,2026-05-31,AC00001011,62052.82
BS0000056204,2026-05-31,AC00001012,9707.07
BS0000056205,2026-05-31,AC00001013,9357.6
BS0000056206,2026-05-31,AC00001014,20826.6
BS0000056207,2026-05-31,AC00001015,20517.19
BS0000056208,2026-05-31,AC00001016,5171.77
BS0000056209,2026-05-31,AC00001017,148518.45
BS0000056210,2026-05-31,AC00001018,14219.91
BS0000056211,2026-05-31,AC00001019,8090.39
BS0000056212,2026-05-31,AC00001020,3260.11
BS0000056213,2026-05-31,AC00001021,36085.37
BS0000056214,2026-05-31,AC00001022,17351.6
BS0000056215,2026-05-31,AC00001023,19750.91
BS0000056216,2026-05-31,AC00001024,10184.71
BS0000056217,2026-05-31,AC00001025,11157.49
BS0000056218,2026-05-31,AC00001026,3935.55
BS0000056219,2026-05-31,AC00001027,19922.88
BS0000056220,2026-05-31,AC00001028,7776.79
BS0000056221,2026-05-31,AC00001029,169072.6
BS0000056222,2026-05-31,AC00001030,37907.83
BS0000056223,2026-05-31,AC00001031,8502.55
BS0000056224,2026-05-31,AC00001032,13854.38
BS0000056225,2026-05-31,AC00001033,149572.66
BS0000056226,2026-05-31,AC00001034,33060.16
BS0000056227,2026-05-31,AC00001035,28184.82
BS0000056228,2026-05-31,AC00001036,14471.62
BS0000056229,2026-05-31,AC00001037,89622.14
BS0000056230,2026-05-31,AC00001038,40901.47
BS0000056231,2026-05-31,AC00001039,11548.03
BS0000056232,2026-05-31,AC00001040,27785.63
BS0000056233,2026-05-31,AC00001041,171354.46
BS0000056234,2026-05-31,AC00001042,23499.27
BS0000056235,2026-05-31,AC00001043,13895.75
BS0000056236,2026-05-31,AC00001044,104779.89
BS0000056237,2026-05-31,AC00001045,157191.1
BS0000056238,2026-05-31,AC00001046,22209.14
BS0000056239,2026-05-31,AC00001047,31985.78
BS0000056240,2026-05-31,AC00001048,48459.88
BS0000056241,2026-05-31,AC00001049,11368.17
BS0000056242,2026-05-31,AC00001050,29826.24
BS0000056243,2026-05-31,AC00001051,26622.86
BS0000056244,2026-05-31,AC00001052,38757.75
BS0000056245,2026-05-31,AC00001053,129374.59
BS0000056246,2026-05-31,AC00001054,21668.42
BS0000056247,2026-05-31,AC00001055,7580.52
BS0000056248,2026-05-31,AC00001056,49945.62
BS0000056249,2026-05-31,AC00001057,58550.11
BS0000056250,2026-05-31,AC00001058,28279.49
BS0000056251,2026-05-31,AC00001059,8273.67
BS0000056252,2026-05-31,AC00001060,28646.35
BS0000056253,2026-05-31,AC00001061,178814.8
BS0000056254,2026-05-31,AC00001062,48059.84
BS0000056255,2026-05-31,AC00001063,38979.93
BS0000056256,2026-05-31,AC00001064,110792.6
BS0000056257,2026-05-31,AC00001065,13499.5
BS0000056258,2026-05-31,AC00001066,20068.5
BS0000056259,2026-05-31,AC00001067,34455.02
BS0000056260,2026-05-31,AC00001068,41587.38
BS0000056261,2026-05-31,AC00001069,224753.98
BS0000056262,2026-05-31,AC00001070,185414.64
BS0000056263,2026-05-31,AC00001071,21818.27
BS0000056264,2026-05-31,AC00001072,2591.67
BS0000056265,2026-05-31,AC00001073,25904.36
BS0000056266,2026-05-31,AC00001074,31211.46
BS0000056267,2026-05-31,AC00001075,9280.82
BS0000056268,2026-05-31,AC00001076,14022.01
BS0000056269,2026-05-31,AC00001077,45300.95
BS0000056270,2026-05-31,AC00001078,8817.78
BS0000056271,2026-05-31,AC00001079,108005.37
BS0000056272,2026-05-31,AC00001080,246452.01
BS0000056273,2026-05-31,AC00001081,82287.02
BS0000056274,2026-05-31,AC00001082,11296.99
BS0000056275,2026-05-31,AC00001083,23364.76
BS0000056276,2026-05-31,AC00001084,10605.86
BS0000056277,2026-05-31,AC00001085,311793.73
BS0000056278,2026-05-31,AC00001086,72857.83
BS0000056279,2026-05-31,AC00001087,99529.66
BS0000056280,2026-05-31,AC00001088,17488.89
BS0000056281,2026-05-31,AC00001089,4505.12
BS0000056282,2026-05-31,AC00001090,16561.42
BS0000056283,2026-05-31,AC00001091,63476.3
BS0000056284,2026-05-31,AC00001092,1131.92
BS0000056285,2026-05-31,AC00001093,248280.96
BS0000056286,2026-05-31,AC00001094,13497.89
BS0000056287,2026-05-31,AC00001095,56927.71
BS0000056288,2026-05-31,AC00001096,4098.96
BS0000056289,2026-05-31,AC00001097,36176.18
BS0000056290,2026-05-31,AC00001098,12276.91
BS0000056291,2026-05-31,AC00001099,17199.68
BS0000056292,2026-05-31,AC00001100,26867.61
BS0000056293,2026-05-31,AC00001101,72705.62
BS0000056294,2026-05-31,AC00001102,9766.07
BS0000056295,2026-05-31,AC00001103,113823.43
BS0000056296,2026-05-31,AC00001104,5586.74
BS0000056297,2026-05-31,AC00001105,5164.08
BS0000056298,2026-05-31,AC00001106,10940.44
BS0000056299,2026-05-31,AC00001107,254509.2
BS0000056300,2026-05-31,AC00001108,128878.7
BS0000056301,2026-05-31,AC00001109,21677.0
BS0000056302,2026-05-31,AC00001110,10773.21
BS0000056303,2026-05-31,AC00001111,5345.2
BS0000056304,2026-05-31,AC00001112,17197.02
BS0000056305,2026-05-31,AC00001113,7565.91
BS0000056306,2026-05-31,AC00001114,20420.73
BS0000056307,2026-05-31,AC00001115,3021.04
BS0000056308,2026-05-31,AC00001116,53705.48
BS0000056309,2026-05-31,AC00001117,32505.7
BS0000056310,2026-05-31,AC00001118,13817.43
BS0000056311,2026-05-31,AC00001119,39222.32
BS0000056312,2026-05-31,AC00001120,126370.19
BS0000056313,2026-05-31,AC00001121,87963.29
BS0000056314,2026-05-31,AC00001122,67169.78
BS0000056315,2026-05-31,AC00001123,31412.09
BS0000056316,2026-05-31,AC00001124,14223.72
BS0000056317,2026-05-31,AC00001125,8699.48
BS0000056318,2026-05-31,AC00001126,27730.9
BS0000056319,2026-05-31,AC00001127,52057.43
BS0000056320,2026-05-31,AC00001128,10581.78
BS0000056321,2026-05-31,AC00001129,12672.51
BS0000056322,2026-05-31,AC00001130,103926.78
BS0000056323,2026-05-31,AC00001131,137345.83
BS0000056324,2026-05-31,AC00001132,151113.61
BS0000056325,2026-05-31,AC00001133,169629.81
BS0000056326,2026-05-31,AC00001134,179903.0
BS0000056327,2026-05-31,AC00001135,116969.57
BS0000056328,2026-05-31,AC00001136,12336.29
BS0000056329,2026-05-31,AC00001137,42376.64
BS0000056330,2026-05-31,AC00001138,173237.5
BS0000056331,2026-05-31,AC00001139,22665.3
BS0000056332,2026-05-31,AC00001140,82307.31
BS0000056333,2026-05-31,AC00001141,40458.65
BS0000056334,2026-05-31,AC00001142,27484.36
BS0000056335,2026-05-31,AC00001143,8966.88
BS0000056336,2026-05-31,AC00001144,13188.78
BS0000056337,2026-05-31,AC00001145,64669.39
BS0000056338,2026-05-31,AC00001146,297197.63
BS0000056339,2026-05-31,AC00001147,63066.19
BS0000056340,2026-05-31,AC00001148,33605.34
BS0000056341,2026-05-31,AC00001149,35869.69
BS0000056342,2026-05-31,AC00001150,10510.99
BS0000056343,2026-05-31,AC00001151,68681.41
BS0000056344,2026-05-31,AC00001152,35821.32
BS0000056345,2026-05-31,AC00001153,29660.66
BS0000056346,2026-05-31,AC00001154,88114.52
BS0000056347,2026-05-31,AC00001155,119493.43
BS0000056348,2026-05-31,AC00001156,548935.75
BS0000056349,2026-05-31,AC00001157,58983.78
BS0000056350,2026-05-31,AC00001158,20091.78
BS0000056351,2026-05-31,AC00001159,13860.53
BS0000056352,2026-05-31,AC00001160,109922.29
BS0000056353,2026-05-31,AC00001161,28224.04
BS0000056354,2026-05-31,AC00001162,20630.4
BS0000056355,2026-05-31,AC00001163,26664.66
BS0000056356,2026-05-31,AC00001164,64678.95
BS0000056357,2026-05-31,AC00001165,43965.25
BS0000056358,2026-05-31,AC00001166,2521.28
BS0000056359,2026-05-31,AC00001167,80836.47
BS0000056360,2026-05-31,AC00001168,48223.17
BS0000056361,2026-05-31,AC00001169,13878.55
BS0000056362,2026-05-31,AC00001170,9529.84
BS0000056363,2026-05-31,AC00001171,12320.04
BS0000056364,2026-05-31,AC00001172,5174.59
BS0000056365,2026-05-31,AC00001173,153148.65
BS0000056366,2026-05-31,AC00001174,184791.82
BS0000056367,2026-05-31,AC00001175,7759.39
BS0000056368,2026-05-31,AC00001176,6724.7
BS0000056369,2026-05-31,AC00001177,158373.26
BS0000056370,2026-05-31,AC00001178,13254.26
BS0000056371,2026-05-31,AC00001179,5866.08
BS0000056372,2026-05-31,AC00001180,32540.37
BS0000056373,2026-05-31,AC00001181,51517.05
BS0000056374,2026-05-31,AC00001182,59911.53
BS0000056375,2026-05-31,AC00001183,12965.58
BS0000056376,2026-05-31,AC00001184,33138.85
BS0000056377,2026-05-31,AC00001185,122484.6
BS0000056378,2026-05-31,AC00001186,11995.7
BS0000056379,2026-05-31,AC00001187,21481.44
BS0000056380,2026-05-31,AC00001188,16563.84
BS0000056381,2026-05-31,AC00001189,35899.08
BS0000056382,2026-05-31,AC00001190,16879.79
BS0000056383,2026-05-31,AC00001191,106965.23
BS0000056384,2026-05-31,AC00001192,11015.76
BS0000056385,2026-05-31,AC00001193,6398.01
BS0000056386,2026-05-31,AC00001194,17629.71
BS0000056387,2026-05-31,AC00001195,2312.6
BS0000056388,2026-05-31,AC00001196,20070.61
BS0000056389,2026-05-31,AC00001197,15846.27
BS0000056390,2026-05-31,AC00001198,110190.85
BS0000056391,2026-05-31,AC00001199,66708.05
BS0000056392,2026-05-31,AC00001200,108461.61
BS0000056393,2026-05-31,AC00001201,44247.04
BS0000056394,2026-05-31,AC00001202,17308.86
BS0000056395,2026-05-31,AC00001203,10436.2
BS0000056396,2026-05-31,AC00001204,87378.74
BS0000056397,2026-05-31,AC00001205,3458.94
BS0000056398,2026-05-31,AC00001206,106017.64
BS0000056399,2026-05-31,AC00001207,17465.37
BS0000056400,2026-05-31,AC00001208,57844.09
BS0000056401,2026-05-31,AC00001209,13194.68
BS0000056402,2026-05-31,AC00001210,29510.05
BS0000056403,2026-05-31,AC00001211,87916.08
BS0000056404,2026-05-31,AC00001212,127921.49
BS0000056405,2026-05-31,AC00001213,206868.67
BS0000056406,2026-05-31,AC00001214,28184.19
BS0000056407,2026-05-31,AC00001215,1931.33
BS0000056408,2026-05-31,AC00001216,48996.95
BS0000056409,2026-05-31,AC00001217,42695.12
BS0000056410,2026-05-31,AC00001218,62077.04
BS0000056411,2026-05-31,AC00001219,33184.87
BS0000056412,2026-05-31,AC00001220,188644.86
BS0000056413,2026-05-31,AC00001221,105973.38
BS0000056414,2026-05-31,AC00001222,5318.34
BS0000056415,2026-05-31,AC00001223,302530.25
BS0000056416,2026-05-31,AC00001224,18410.02
BS0000056417,2026-05-31,AC00001225,357658.8
BS0000056418,2026-05-31,AC00001226,19206.67
BS0000056419,2026-05-31,AC00001227,677498.03
BS0000056420,2026-05-31,AC00001228,7753.74
BS0000056421,2026-05-31,AC00001229,93763.77
BS0000056422,2026-05-31,AC00001230,25621.35
BS0000056423,2026-05-31,AC00001231,20657.56
BS0000056424,2026-05-31,AC00001232,17865.54
BS0000056425,2026-05-31,AC00001233,957.26
BS0000056426,2026-05-31,AC00001234,21923.53
BS0000056427,2026-05-31,AC00001235,7583.06
BS0000056428,2026-05-31,AC00001236,300262.16
BS0000056429,2026-05-31,AC00001237,5333.23
BS0000056430,2026-05-31,AC00001238,3865.42
BS0000056431,2026-05-31,AC00001239,270022.07
BS0000056432,2026-05-31,AC00001240,18542.13
BS0000056433,2026-05-31,AC00001241,8935.76
BS0000056434,2026-05-31,AC00001242,109816.46
